strategy,timeframe,ticker,recalib_freq,train_window,recalib_idx,sharpe_train,p_ma_window,p_z_entry,p_z_exit,p_max_hold,p_sl_mult,p_tp_mult,p_rsi_thresh,p_vol_regime,p_consec_candles,p_vol_exhaustion,p_bb_window,p_bb_std,p_bw_percentile,p_rsi_divergence,p_dc_window,p_initial_sl_mult,p_trail_n,p_trail_atr_mult,p_breakeven_thresh,p_adx_thresh,p_vol_confirm,p_daily_ma_confirm,p_atr_period,p_multiplier,p_pivot_type,p_adx_exit_thresh,p_adx_entry_thresh,p_bb_squeeze_pctl,p_flat_ma_slope,p_vol_compression,p_vwap_window,p_dev_mult,p_exit_mult,p_hurst_proxy
S2_Bollinger,daily,PHOR,63,252,18,2.4051,,,,10.0,2.0,3.0,,1.0,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,252,19,2.5553,,,,20.0,2.0,2.5,,1.2,OFF,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,252,20,2.2203,,,,15.0,2.0,2.0,,1.0,OFF,False,25.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,252,21,2.6349,,,,15.0,1.5,2.0,,1.0,2,False,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,252,22,3.1556,,,,10.0,1.0,2.0,,OFF,2,False,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,0,1.3504,,,,20.0,2.0,3.0,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,1,1.2116,,,,10.0,1.5,2.5,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,2,1.2116,,,,10.0,1.0,2.5,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,3,1.317,,,,20.0,2.0,3.0,,1.0,4,False,20.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,4,1.0313,,,,15.0,2.0,2.0,,1.0,4,False,20.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,5,1.2002,,,,20.0,1.0,3.0,,1.0,4,False,20.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,6,1.2718,,,,15.0,2.0,3.0,,1.2,4,False,20.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,7,1.4664,,,,20.0,1.0,2.0,,1.5,2,False,25.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,8,1.614,,,,15.0,1.5,2.0,,1.2,3,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,9,1.4953,,,,10.0,1.5,2.5,,1.5,3,True,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,10,1.4518,,,,10.0,1.5,3.0,,1.0,2,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,11,1.4585,,,,20.0,1.5,1.5,,1.0,OFF,False,20.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,12,1.3534,,,,20.0,2.0,2.5,,1.2,OFF,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,13,1.6568,,,,10.0,2.0,1.5,,1.2,3,True,20.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,14,2.0458,,,,15.0,2.0,2.5,,1.2,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,15,1.7791,,,,20.0,2.0,2.5,,1.2,4,True,20.0,2.0,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,16,2.0333,,,,20.0,2.0,2.5,,1.2,3,True,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,17,2.1145,,,,20.0,1.5,3.0,,1.2,OFF,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,63,504,18,1.9909,,,,10.0,2.0,3.0,,1.0,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,0,2.2925,,,,20.0,1.5,2.5,,OFF,4,False,20.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,1,1.2832,,,,20.0,1.5,1.5,,1.2,4,False,15.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,2,1.699,,,,20.0,1.5,3.0,,1.0,4,False,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,3,1.7859,,,,20.0,2.0,1.5,,1.2,3,False,15.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,4,2.0134,,,,10.0,1.5,1.5,,1.5,2,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,5,1.8393,,,,15.0,1.0,3.0,,1.2,2,True,20.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,6,2.3572,,,,20.0,1.5,1.5,,1.0,OFF,False,20.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,7,2.6206,,,,10.0,1.5,1.5,,1.0,2,False,20.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,8,1.9191,,,,15.0,2.0,3.0,,1.2,3,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,9,2.3108,,,,10.0,1.5,2.0,,1.2,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,10,2.0884,,,,20.0,1.5,2.5,,1.2,OFF,True,20.0,2.0,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,252,11,2.7796,,,,20.0,2.0,2.0,,1.5,2,False,25.0,2.0,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,0,1.3504,,,,20.0,2.0,3.0,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,1,1.2116,,,,10.0,1.5,2.5,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,2,1.0549,,,,20.0,1.0,2.5,,1.0,4,False,20.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,3,1.2629,,,,15.0,1.0,2.0,,1.5,2,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,4,1.4498,,,,15.0,1.0,3.0,,1.5,OFF,False,25.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,5,1.4812,,,,20.0,1.0,3.0,,1.0,OFF,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,6,1.7353,,,,10.0,1.0,1.5,,1.0,2,True,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,7,1.9942,,,,15.0,1.5,3.0,,1.0,OFF,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,8,1.9256,,,,20.0,2.0,1.5,,1.2,2,True,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,126,504,9,1.9275,,,,10.0,1.5,2.0,,1.2,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,0,2.2925,,,,20.0,1.5,2.5,,OFF,4,False,20.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,1,1.5022,,,,10.0,1.5,2.5,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,2,2.3206,,,,15.0,1.5,3.0,,1.5,3,False,25.0,1.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,3,2.5144,,,,15.0,2.0,1.5,,1.0,2,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,4,2.0523,,,,10.0,2.0,2.5,,1.2,3,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,252,5,2.2203,,,,20.0,1.5,2.0,,1.0,2,False,25.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,504,0,1.3504,,,,20.0,2.0,3.0,,1.0,4,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,504,1,1.2683,,,,10.0,2.0,3.0,,1.0,4,False,20.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,504,2,1.5174,,,,20.0,2.0,2.5,,1.5,OFF,False,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,504,3,1.3534,,,,20.0,2.0,2.5,,1.2,OFF,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,daily,PHOR,252,504,4,1.9929,,,,15.0,2.0,2.0,,1.2,2,True,25.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,0,2.8335,,,,20.0,1.0,1.5,,1.5,2,False,20.0,1.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,1,2.2091,,,,40.0,1.5,1.5,,OFF,3,False,15.0,1.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,2,2.7816,,,,30.0,2.0,2.0,,1.2,OFF,False,15.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,3,2.9019,,,,20.0,2.0,2.0,,1.2,2,False,15.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,4,2.9761,,,,20.0,2.0,1.5,,1.0,4,False,15.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,5,3.046,,,,20.0,1.0,3.0,,OFF,2,False,15.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,6,2.1049,,,,40.0,2.0,2.5,,1.2,3,True,20.0,2.0,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,7,2.1483,,,,30.0,2.0,3.0,,1.0,2,False,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,8,2.4532,,,,20.0,1.5,2.5,,OFF,2,False,25.0,2.5,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,9,2.6666,,,,30.0,2.0,2.5,,1.5,2,False,15.0,2.0,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,10,2.3705,,,,20.0,2.0,2.0,,1.5,2,False,15.0,2.0,OFF,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,11,2.6009,,,,30.0,2.0,3.0,,1.0,OFF,True,15.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,12,2.5262,,,,30.0,2.0,3.0,,1.0,2,True,15.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,13,2.2909,,,,20.0,2.0,2.0,,1.0,3,True,25.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,14,2.0653,,,,40.0,2.0,2.5,,1.0,3,True,25.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,15,2.3006,,,,30.0,1.5,3.0,,1.2,OFF,False,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,16,2.8212,,,,40.0,1.0,2.0,,OFF,3,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,17,2.9763,,,,20.0,2.0,2.5,,OFF,3,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,18,3.275,,,,20.0,2.0,1.5,,1.2,2,False,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,19,2.0476,,,,20.0,1.5,1.5,,1.5,2,True,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,20,2.047,,,,20.0,1.5,3.0,,OFF,4,True,15.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,21,2.1066,,,,40.0,1.5,1.5,,OFF,2,True,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,22,2.3119,,,,30.0,1.5,2.5,,1.0,4,True,25.0,1.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,23,2.0262,,,,30.0,2.0,1.5,,1.0,4,True,25.0,1.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,252,24,2.2167,,,,20.0,1.5,1.5,,1.2,3,True,15.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,0,2.2479,,,,20.0,1.5,1.5,,OFF,2,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,1,2.0401,,,,30.0,1.0,1.5,,OFF,OFF,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,2,2.0732,,,,30.0,2.0,2.0,,1.2,2,False,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,3,2.0974,,,,30.0,1.0,2.5,,1.0,OFF,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,4,1.8273,,,,20.0,1.5,2.5,,OFF,OFF,False,25.0,2.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,5,1.6333,,,,40.0,1.5,2.5,,OFF,OFF,False,25.0,2.5,0.25,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,6,1.7655,,,,30.0,2.0,2.5,,1.5,OFF,False,15.0,2.0,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,7,1.6472,,,,20.0,2.0,3.0,,1.0,OFF,True,20.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,8,1.623,,,,20.0,1.5,2.5,,OFF,2,False,20.0,2.5,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,9,1.7644,,,,20.0,1.5,2.5,,1.5,2,False,15.0,2.0,OFF,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,10,1.5611,,,,40.0,1.5,2.5,,1.5,OFF,False,20.0,2.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,11,1.8414,,,,40.0,2.0,3.0,,1.0,2,False,25.0,1.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,12,1.8185,,,,20.0,2.0,3.0,,1.0,2,False,25.0,1.5,OFF,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,13,1.6628,,,,30.0,2.0,1.5,,1.0,OFF,False,25.0,2.0,0.25,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,14,1.7719,,,,40.0,1.5,1.5,,1.0,3,False,25.0,2.0,0.25,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,15,1.7272,,,,40.0,1.5,2.5,,1.5,4,True,15.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,16,1.8277,,,,20.0,1.0,3.0,,OFF,OFF,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,17,1.8032,,,,30.0,2.0,2.5,,OFF,2,True,25.0,2.0,0.25,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,18,1.7414,,,,40.0,2.0,2.5,,1.2,OFF,False,25.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,19,1.588,,,,20.0,1.5,3.0,,1.0,4,True,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,63,504,20,1.6406,,,,40.0,1.5,2.0,,1.0,4,True,25.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,0,2.8335,,,,20.0,1.0,1.5,,1.5,2,False,20.0,1.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,1,2.7458,,,,30.0,1.0,1.5,,OFF,OFF,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,2,2.9761,,,,40.0,2.0,1.5,,1.0,4,False,15.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,3,2.5569,,,,30.0,1.0,2.5,,1.0,OFF,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,4,2.4532,,,,20.0,1.5,2.5,,OFF,OFF,False,25.0,2.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,5,2.3171,,,,40.0,1.0,3.0,,1.5,2,False,15.0,2.0,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,6,2.3921,,,,30.0,1.5,2.5,,1.0,3,True,15.0,2.0,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,7,2.3148,,,,20.0,1.5,3.0,,1.0,3,True,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,8,2.7572,,,,40.0,1.0,2.5,,1.5,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,9,3.038,,,,20.0,1.5,2.0,,1.2,2,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,10,1.8447,,,,40.0,2.0,3.0,,1.5,2,True,20.0,2.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,11,2.0791,,,,40.0,1.0,3.0,,1.0,4,True,15.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,252,12,2.2565,,,,30.0,2.0,3.0,,1.0,OFF,True,15.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,0,2.2479,,,,20.0,1.5,1.5,,OFF,2,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,1,2.113,,,,30.0,2.0,3.0,,1.5,OFF,False,20.0,2.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,2,1.8494,,,,20.0,1.5,2.0,,OFF,2,False,25.0,2.5,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,3,1.6546,,,,30.0,1.5,2.5,,1.5,2,False,15.0,2.0,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,4,1.7261,,,,30.0,1.0,3.0,,1.0,3,True,20.0,2.0,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,5,1.5672,,,,20.0,1.5,2.0,,1.5,OFF,False,15.0,2.0,0.33,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,6,1.8328,,,,20.0,2.0,3.0,,1.0,2,False,25.0,1.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,7,1.7404,,,,20.0,1.5,3.0,,1.0,3,True,25.0,1.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,8,1.7715,,,,20.0,1.5,2.0,,1.2,2,True,25.0,2.0,OFF,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,9,1.6953,,,,20.0,1.5,2.5,,1.2,3,False,25.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,126,504,10,1.5514,,,,30.0,2.0,2.0,,1.2,3,False,25.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,0,2.8335,,,,20.0,1.0,1.5,,1.5,2,False,20.0,1.5,0.25,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,1,2.6933,,,,20.0,2.0,1.5,,1.0,4,False,15.0,1.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,2,2.4532,,,,20.0,1.5,2.5,,1.5,3,False,25.0,2.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,3,2.1071,,,,20.0,2.0,2.0,,1.0,3,True,15.0,2.0,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,4,2.8386,,,,40.0,1.0,2.0,,1.2,4,False,20.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,5,2.0151,,,,30.0,1.5,2.5,,1.0,4,True,25.0,1.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,252,6,2.432,,,,40.0,2.0,1.5,,1.2,3,True,15.0,2.0,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,0,2.2479,,,,20.0,1.5,1.5,,OFF,2,False,20.0,1.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,1,1.8023,,,,40.0,1.0,2.0,,1.0,3,True,25.0,2.5,0.2,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,2,1.6457,,,,30.0,2.0,2.5,,OFF,OFF,False,20.0,2.5,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,3,1.6926,,,,20.0,1.5,1.5,,1.0,3,False,25.0,2.0,0.2,ON,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,4,1.7991,,,,30.0,1.5,3.0,,1.5,2,False,25.0,2.5,OFF,OFF,,,,,,,,,,,,,,,,,,,,
S2_Bollinger,hourly,PHOR,252,504,5,1.6712,,,,30.0,1.5,2.5,,1.0,4,True,25.0,1.5,0.33,OFF,,,,,,,,,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,0,1.2835,,,,,,,,,,,,,,,15.0,2.5,15.0,3.0,1.0,15,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,1,1.6093,,,,,,,,,,,,,,,15.0,2.5,25.0,3.0,1.0,15,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,2,2.1086,,,,,,,,,,,,,,,15.0,2.5,25.0,3.0,2.0,OFF,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,3,2.0637,,,,,,,,,,,,,,,15.0,2.0,20.0,2.5,2.0,20,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,4,2.5034,,,,,,,,,,,,,,,15.0,2.5,5.0,3.0,2.0,OFF,1.2,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,5,1.8148,,,,,,,,,,,,,,,25.0,3.0,25.0,3.0,1.0,20,1.2,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,6,1.1077,,,,,,,,,,,,,,,15.0,2.5,10.0,3.0,1.5,OFF,0.8,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,7,0.8796,,,,,,,,,,,,,,,15.0,3.0,5.0,3.0,1.0,25,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,8,0.9542,,,,,,,,,,,,,,,15.0,3.0,15.0,2.5,1.0,OFF,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,9,1.1196,,,,,,,,,,,,,,,10.0,3.0,15.0,2.5,1.0,OFF,OFF,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,10,0.7284,,,,,,,,,,,,,,,15.0,3.0,10.0,2.5,1.0,OFF,0.8,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,11,0.6195,,,,,,,,,,,,,,,15.0,2.5,20.0,3.0,1.0,OFF,0.8,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,12,0.8479,,,,,,,,,,,,,,,15.0,2.5,10.0,2.0,1.0,15,1.2,OFF,,,,,,,,,,,,
S3_Donchian,daily,PHOR,63,252,13,0.5286,,,,,,,,,,,,,,,20.0,2.5,5.0,2.0,2.0,15,1.2,OFF,,,,,,,,,,,,
