,META-A_strat,META-A_exposure,META-A_mmf,META-A_total,META-B_strat,META-B_exposure,META-B_mmf,META-B_total,META-D_strat,META-D_exposure,META-D_mmf,META-D_total,META-BEST_strat,META-BEST_exposure,META-BEST_mmf,META-BEST_total
2022-04-28,-0.0009301228121672,0.04030501089324619,0.0004075417077028681,-0.000522581104464332,0.0007186653325403913,0.03594771241830066,0.0004093920673292148,0.0011280573998696062,-0.0008658044707107182,0.029411764705882353,0.00041216760676873493,-0.00045363686394198327,-0.0003627287569906157,0.028322440087145972,0.0004126301966753216,4.990143968470589e-05
2022-04-29,-0.0009279619416051599,0.07516339869281047,0.0003927388306920942,-0.0005352231109130657,-3.9215686274518546e-05,0.0,0.00042465753424657536,0.0003854418479720568,0.00026215824288122747,0.04030501089324619,0.0004075417077028681,0.0006696999505840955,-3.529411764702228e-05,0.0,0.00042465753424657536,0.0003893634165995531
2022-05-04,0.0005064486307786442,0.058823529411764705,0.00032232070910556004,0.0008287693398842043,9.246388165751185e-05,0.017429193899782133,0.00033649685140418417,0.000428960733061696,0.0007282867389997172,0.05337690631808279,0.00032418599098695797,0.001052472729986675,9.246388165751185e-05,0.017429193899782137,0.00033649685140418417,0.000428960733061696
2022-05-05,0.0009564193769673324,0.058823529411764705,0.00032232070910556004,0.0012787400860728923,0.00014680106344733268,0.00980392156862745,0.0003391082460381413,0.000485909309485474,0.0009564193769673324,0.058823529411764705,0.00032232070910556004,0.0012787400860728923,0.00014680106344733268,0.00980392156862745,0.0003391082460381413,0.000485909309485474
2022-05-06,-0.0002986034732399556,0.08496732026143791,0.00031336735607485005,1.476388283489443e-05,-0.00014806186991622727,0.0196078431372549,0.000335750738651625,0.00018768886873539773,-0.0004933792657282332,0.07625272331154684,0.0003163518070850867,-0.00017702745864314653,-0.00014806186991622727,0.0196078431372549,0.000335750738651625,0.00018768886873539773
2022-05-11,0.0029907407481652992,0.09803921568627451,0.000308890679559495,0.0032996314277247943,0.0004146311712538431,0.01198257080610022,0.0003383621332855821,0.0007529933045394251,0.002179169257073399,0.08823529411764706,0.0003122481869460113,0.0024914174440194103,0.0004146311712538431,0.011982570806100218,0.0003383621332855821,0.0007529933045394251
2022-05-12,0.0012040325591238243,0.14379084967320263,0.0002932223117557525,0.0014972548708795767,0.0004629433325604726,0.04793028322440088,0.0003260512728683559,0.0007889946054288285,0.001614939443309149,0.1187363834422658,0.00030180260841018296,0.001916742051719332,0.0004629433325604726,0.04793028322440088,0.0003260512728683559,0.0007889946054288285
2022-05-13,-0.0019043703877527074,0.20915032679738563,0.0002708389291789775,-0.00163353145857373,-0.00044548230616869855,0.04357298474945534,0.0003275434983734742,-0.00011793880779522437,-0.0015114930870635535,0.14161220043572983,0.00029396842450831167,-0.0012175246625552418,-0.00044548230616869855,0.04357298474945534,0.0003275434983734742,-0.00011793880779522437
2022-05-16,-0.0009474765369531513,0.13071895424836602,0.0002976989882711075,-0.0006497775486820437,0.00033289475235065424,0.017429193899782133,0.00033649685140418417,0.0006693916037548384,-0.0004329196554044845,0.09150326797385622,0.00031112901781717254,-0.00012179063758731198,0.0005479528872682771,0.019607843137254898,0.000335750738651625,0.0008837036259199021
2022-05-17,-0.0007330124082928213,0.05228758169934641,0.0003245590473632375,-0.00040845336092958383,8.639720319347788e-05,0.014161220043572984,0.00033761602053302293,0.0004240132237265008,-0.0005178725560222031,0.04248366013071895,0.0003279165547497538,-0.00018995600127244924,8.639720319347788e-05,0.014161220043572986,0.00033761602053302293,0.0004240132237265008
2022-05-18,-0.0005878025715206903,0.02287581699346405,0.0003346315695227863,-0.00025317100199790396,-0.00011294475275147597,0.0032679738562091504,0.0003413465842958188,0.0002284018315443428,-0.0006650130711860491,0.013071895424836602,0.00033798907690930257,-0.00032702399427674656,-0.00011294475275147597,0.0032679738562091504,0.0003413465842958188,0.0002284018315443428
2022-05-19,-0.00012059981902989847,0.05664488017429194,0.0003230668218581192,0.00020246700282822074,-2.7190426498124864e-06,0.008714596949891067,0.00033948130241442085,0.00033676225976460837,0.00020094169938089657,0.044662309368191724,0.0003271704419971946,0.0005281121413780912,0.00012266582260411774,0.017429193899782137,0.00033649685140418417,0.0004591626740083019
2022-05-20,0.0024265504149090233,0.12854030501089325,0.0002984451010236667,0.00272499551593269,0.0012384598153858395,0.04793028322440088,0.0003260512728683559,0.0015645110882541954,0.0016551813430292217,0.07407407407407408,0.00031709791983764585,0.0019722792628668676,0.0011081998438373653,0.040305010893246195,0.00032866266750231294,0.0014368625113396782
2022-05-23,0.005738156905021219,0.16775599128540306,0.0002850150714776017,0.006023171976498821,0.0004501413456279302,0.04030501089324619,0.00032866266750231294,0.0007788040131302431,0.003967144856161342,0.10893246187363835,0.0003051601157966992,0.004272304971958041,0.0006173702655747348,0.0326797385620915,0.00033127406213627003,0.0009486443277110048
2022-05-24,-0.00318419912597101,0.16775599128540306,0.0002850150714776017,-0.0028991840544934084,-7.481047757385006e-05,0.04030501089324619,0.00032866266750231294,0.00025385218992846287,-0.0028619381775083497,0.10784313725490197,0.00030553317217297876,-0.002556405005335371,-0.0002762202738748609,0.032679738562091505,0.00033127406213627003,5.505378826140911e-05
2022-05-25,-0.001768506186103247,0.09694989106753812,0.0003092637359357746,-0.0014592424501674722,0.0004710595819137353,0.017429193899782133,0.00033649685140418417,0.0008075564333179195,-0.00036857431643766425,0.0392156862745098,0.0003290357238785925,-3.953859255907173e-05,0.00027783194373975917,0.004357298474945534,0.0003409735279195392,0.0006188054716592984
2022-05-26,-0.0004436429718235324,0.04030501089324619,0.00032866266750231294,-0.00011498030432121947,-9.578753985417521e-05,0.008714596949891067,0.00033948130241442085,0.00024369376256024565,-0.0003255418308377722,0.027233115468409584,0.00033313934401766796,7.597513179895743e-06,-0.0002030515031182789,0.01525054466230937,0.0003372429641567434,0.0001341914610384645
2022-05-27,-0.0003099571231652831,0.032679738562091505,0.0002517682872235652,-5.81888359417179e-05,-0.00021771142791138232,0.01525054466230937,0.00025630465275912497,3.859322484774265e-05,-4.776021523600349e-05,0.02287581699346405,0.00025431999283731754,0.00020655977760131405,-9.248441555120834e-05,0.018518518518518517,0.0002554540842212075,0.00016296966866999915
2022-05-30,1.7956046782785506e-07,0.044662309368191724,0.0002486495359178679,0.00024882909638569576,0.0003199964403004518,0.017429193899782133,0.00025573760706717997,0.0005757340473676318,0.00041959889137443973,0.00980392156862745,0.0002577222669889874,0.0006773211583634271,0.0003199964403004518,0.017429193899782137,0.00025573760706717997,0.0005757340473676318
