feature,importance
yahoo_wti_lag1,10
dxy,10
yahoo_treasury_5y_ma22,10
close_CNYRUB_TOM,10
idx_MOEXTL_rv_annualized_ret1,10
idx_MOEXCH_rv_annualized_lag1,10
yahoo_gold_lag1,9
cpi_ru_diff22,9
rv_annualized,9
fed_rate_diff1,9
yahoo_sp500_lag1,9
jump,9
jump_lag5,9
rv_MOEXFN,9
yahoo_vix_lag1,9
idx_RGBI_rv_annualized_ret5,8
idx_RGBI_rv_annualized_ma22,8
yahoo_wti_ma22,8
idx_MOEXEU_rv_annualized_ret5,8
yahoo_eem_ret1,7
idx_RVI_rv_annualized_ma22,7
fed_rate_diff22,7
close_RGBI,7
fed_rate,7
yahoo_brent_ret22,6
idx_MOEXCH_rv_annualized_ret1,6
idx_MOEXFN_rv_annualized_ma5,5
yahoo_treasury_10y_ret1,5
tbill_3m,5
yahoo_sp500_vol22,5
key_rate_cbr_lag1,5
key_rate_cbr_diff22,5
close_IMOEX,5
jump_lag1,5
rv_MOEXCN,4
m2_ru,4
yahoo_wti_ma5,4
idx_MOEXOG_rv_annualized_ret5,4
yahoo_brent_ret1,4
jump_lag22,4
close_MOEXOG,4
yahoo_dxy_ret1,4
idx_MOEXOG_rv_annualized_ret22,4
brent,3
close_MOEXCH,3
fed_rate_lag1,3
cpi_us,3
idx_MOEXCN_rv_annualized_ret1,3
idx_MOEXTL_rv_annualized_vol22,3
yahoo_treasury_5y_ma5,3
rv_CNYRUB_TOM,3
yahoo_gold_ma5,3
close_RVI,3
treasury_10y,3
si_fut,3
idx_IMOEX_rv_annualized_ret5,3
idx_MOEXMM_rv_annualized_ret5,3
idx_MOEXFN_rv_annualized_lag1,3
idx_MOEXFN_rv_annualized_ret22,3
yahoo_wti_ret1,3
cpi_ru_lag1,2
wti,2
pmi_ru_diff22,2
idx_IMOEX_rv_annualized_ma5,2
yahoo_tbill_3m_lag1,2
close_MOEXCN,2
idx_MOEXEU_rv_annualized_ma22,2
jump_annualized,2
idx_MOEXFN_rv_annualized_ret1,2
rv_MOEXEU,2
idx_RGBI_rv_annualized_ret1,2
idx_IMOEX_rv_annualized_ret1,1
yahoo_brent_lag1,1
treasury_5y,1
unemp_us_lag1,1
yahoo_vix_ret1,1
yahoo_treasury_5y_lag1,1
key_rate_cbr,1
pmi_ru,1
idx_IMOEX_rv_annualized_lag1,1
yahoo_treasury_10y_ma5,1
idx_MOEXOG_rv_annualized_lag1,1
idx_MOEXCH_rv_annualized_ret22,1
idx_RGBI_rv_annualized_ret22,1
key_rate_cbr_diff1,0
yahoo_sp500_ret1,0
rv_IMOEX,0
pmi_ru_diff1,0
pmi_ru_lag1,0
idx_MOEXCN_rv_annualized_ret22,0
m2_ru_diff1,0
unemp_us_diff22,0
unemp_us_diff1,0
cpi_us_diff1,0
idx_MOEXTL_rv_annualized_ret22,0
cpi_ru_diff1,0
unemp_us,0
idx_MOEXEU_rv_annualized_ret1,0
yahoo_treasury_10y_ret5,0
idx_MOEXCH_rv_annualized_ret5,0
rv_RGBI,0
cpi_ru,0
