sharpe,ann_ret_pct,max_dd_pct,exposure_pct,n_trades,year,approach,strategy,timeframe,ticker,sigma_variant
2.4946,37.41,-2.83,6.47,3,2022,B,S1_MeanRev,daily,MTLR,daily
-0.8159,-9.99,-14.28,12.2,5,2023,B,S1_MeanRev,daily,MTLR,daily
-0.2026,-3.91,-13.53,11.33,6,2024,B,S1_MeanRev,daily,MTLR,daily
1.0227,11.1,-6.74,11.32,6,2025,B,S1_MeanRev,daily,MTLR,daily
2.6151,39.6,-2.83,8.19,3,2022,C,S1_MeanRev,daily,MTLR,daily
0.6416,5.66,-7.22,6.3,4,2023,C,S1_MeanRev,daily,MTLR,daily
1.1348,8.0,-3.69,5.08,2,2024,C,S1_MeanRev,daily,MTLR,daily
2.1065,7.77,-0.07,3.14,6,2025,C,S1_MeanRev,daily,MTLR,daily
2.6151,39.45,-2.83,8.19,3,2022,D,S1_MeanRev,daily,MTLR,daily
-0.7108,-16.08,-25.3,10.63,6,2023,D,S1_MeanRev,daily,MTLR,daily
-0.2026,-2.34,-8.12,11.33,6,2024,D,S1_MeanRev,daily,MTLR,daily
0.7617,11.79,-11.34,11.32,6,2025,D,S1_MeanRev,daily,MTLR,daily
2.4946,37.41,-2.83,6.47,3,2022,E,S1_MeanRev,daily,MTLR,daily
0.5678,5.02,-7.87,7.48,4,2023,E,S1_MeanRev,daily,MTLR,daily
1.1348,8.0,-3.69,5.08,2,2024,E,S1_MeanRev,daily,MTLR,daily
2.1552,10.68,-0.07,3.14,6,2025,E,S1_MeanRev,daily,MTLR,daily
2.6151,39.45,-2.83,8.19,3,2022,F,S1_MeanRev,daily,MTLR,daily
0.6416,11.31,-14.45,6.3,4,2023,F,S1_MeanRev,daily,MTLR,daily
1.1348,4.8,-2.22,5.08,2,2024,F,S1_MeanRev,daily,MTLR,daily
2.1065,11.65,-0.11,3.14,6,2025,F,S1_MeanRev,daily,MTLR,daily
2.4943,37.27,-2.83,6.47,3,2022,G,S1_MeanRev,daily,MTLR,daily
0.5678,10.03,-15.74,7.48,4,2023,G,S1_MeanRev,daily,MTLR,daily
1.1348,4.8,-2.22,5.08,2,2024,G,S1_MeanRev,daily,MTLR,daily
2.1552,16.01,-0.11,3.14,6,2025,G,S1_MeanRev,daily,MTLR,daily
-0.8364,-4.49,-7.07,4.0,1,2020,A,S2_Bollinger,daily,MTLR,daily
1.5996,11.03,-3.28,5.49,2,2021,A,S2_Bollinger,daily,MTLR,daily
2.5531,38.36,-2.83,6.9,3,2022,A,S2_Bollinger,daily,MTLR,daily
-0.5672,-6.4,-12.49,13.39,6,2023,A,S2_Bollinger,daily,MTLR,daily
-0.59,-12.63,-24.48,19.53,6,2024,A,S2_Bollinger,daily,MTLR,daily
0.6305,6.49,-9.6,17.92,7,2025,A,S2_Bollinger,daily,MTLR,daily
2.5256,38.04,-2.83,6.47,3,2022,B,S2_Bollinger,daily,MTLR,daily
-0.5795,-6.75,-11.84,14.57,5,2023,B,S2_Bollinger,daily,MTLR,daily
-0.359,-7.42,-19.19,11.33,5,2024,B,S2_Bollinger,daily,MTLR,daily
0.7026,8.95,-10.89,21.38,7,2025,B,S2_Bollinger,daily,MTLR,daily
2.5531,38.36,-2.83,6.9,3,2022,C,S2_Bollinger,daily,MTLR,daily
0.7557,6.62,-6.29,9.06,5,2023,C,S2_Bollinger,daily,MTLR,daily
1.6352,10.05,-0.32,1.56,2,2024,C,S2_Bollinger,daily,MTLR,daily
-0.0169,-0.13,-8.63,12.89,7,2025,C,S2_Bollinger,daily,MTLR,daily
2.5529,38.22,-2.83,6.9,3,2022,D,S2_Bollinger,daily,MTLR,daily
-0.4236,-9.15,-21.41,13.39,6,2023,D,S2_Bollinger,daily,MTLR,daily
-0.59,-31.57,-61.2,19.53,6,2024,D,S2_Bollinger,daily,MTLR,daily
0.6305,5.2,-7.68,17.92,7,2025,D,S2_Bollinger,daily,MTLR,daily
2.5256,38.04,-2.83,6.47,3,2022,E,S2_Bollinger,daily,MTLR,daily
0.6847,6.17,-7.92,9.84,4,2023,E,S2_Bollinger,daily,MTLR,daily
1.6352,10.05,-0.32,1.56,2,2024,E,S2_Bollinger,daily,MTLR,daily
0.4127,4.21,-6.75,16.35,7,2025,E,S2_Bollinger,daily,MTLR,daily
2.5529,38.22,-2.83,6.9,3,2022,F,S2_Bollinger,daily,MTLR,daily
0.7557,13.23,-12.59,9.06,5,2023,F,S2_Bollinger,daily,MTLR,daily
1.6352,25.14,-0.8,1.56,2,2024,F,S2_Bollinger,daily,MTLR,daily
-0.0169,-0.11,-6.9,12.89,7,2025,F,S2_Bollinger,daily,MTLR,daily
2.5253,37.89,-2.83,6.47,3,2022,G,S2_Bollinger,daily,MTLR,daily
0.6847,12.35,-15.84,9.84,4,2023,G,S2_Bollinger,daily,MTLR,daily
1.6352,25.14,-0.8,1.56,2,2024,G,S2_Bollinger,daily,MTLR,daily
0.4127,3.37,-5.4,16.35,7,2025,G,S2_Bollinger,daily,MTLR,daily
0.228,9.06,-34.02,30.8,7,2020,A,S3_Donchian,daily,MTLR,daily
0.745,33.2,-29.03,52.55,7,2021,A,S3_Donchian,daily,MTLR,daily
-2.0236,-74.64,-72.36,32.33,5,2022,A,S3_Donchian,daily,MTLR,daily
2.6349,73.22,-19.31,45.28,7,2023,A,S3_Donchian,daily,MTLR,daily
1.6292,48.24,-27.03,28.52,6,2024,A,S3_Donchian,daily,MTLR,daily
-0.5432,-13.32,-32.89,28.62,8,2025,A,S3_Donchian,daily,MTLR,daily
-1.6301,-37.64,-35.63,2.59,5,2022,B,S3_Donchian,daily,MTLR,daily
2.4533,50.97,-7.7,24.41,16,2023,B,S3_Donchian,daily,MTLR,daily
1.5415,33.5,-11.07,9.38,10,2024,B,S3_Donchian,daily,MTLR,daily
-0.78,-7.69,-12.89,4.72,13,2025,B,S3_Donchian,daily,MTLR,daily
-1.6623,-50.36,-50.36,4.31,4,2022,C,S3_Donchian,daily,MTLR,daily
2.4894,68.7,-19.31,42.91,10,2023,C,S3_Donchian,daily,MTLR,daily
1.4075,33.08,-14.98,15.62,13,2024,C,S3_Donchian,daily,MTLR,daily
-0.1536,-3.53,-21.07,22.64,11,2025,C,S3_Donchian,daily,MTLR,daily
-1.9858,-45.6,-43.75,32.33,5,2022,D,S3_Donchian,daily,MTLR,daily
2.88,175.45,-39.09,45.28,7,2023,D,S3_Donchian,daily,MTLR,daily
1.7819,94.8,-41.42,28.52,6,2024,D,S3_Donchian,daily,MTLR,daily
-0.4047,-12.43,-35.47,28.62,8,2025,D,S3_Donchian,daily,MTLR,daily
-1.3085,-28.99,-26.69,0.86,2,2022,E,S3_Donchian,daily,MTLR,daily
2.2567,46.25,-7.53,22.44,18,2023,E,S3_Donchian,daily,MTLR,daily
0.8611,16.68,-11.07,7.81,11,2024,E,S3_Donchian,daily,MTLR,daily
-0.5265,-5.1,-9.62,3.77,10,2025,E,S3_Donchian,daily,MTLR,daily
-1.8436,-20.27,-20.74,4.31,4,2022,F,S3_Donchian,daily,MTLR,daily
2.7215,164.18,-39.09,42.91,10,2023,F,S3_Donchian,daily,MTLR,daily
1.5723,59.43,-19.86,15.62,13,2024,F,S3_Donchian,daily,MTLR,daily
0.0218,0.61,-23.9,22.64,11,2025,F,S3_Donchian,daily,MTLR,daily
-1.4274,-10.1,-9.3,0.86,2,2022,G,S3_Donchian,daily,MTLR,daily
2.403,106.29,-14.99,22.44,18,2023,G,S3_Donchian,daily,MTLR,daily
1.0477,34.18,-15.69,7.81,11,2024,G,S3_Donchian,daily,MTLR,daily
-0.6455,-4.98,-9.53,3.77,10,2025,G,S3_Donchian,daily,MTLR,daily
1.2641,35.6,-0.07,1.2,3,2020,A,S4_Supertrend,daily,MTLR,daily
0.967,17.28,-7.34,8.24,2,2021,A,S4_Supertrend,daily,MTLR,daily
0.8954,59.42,-10.01,4.31,2,2022,A,S4_Supertrend,daily,MTLR,daily
0.0217,0.12,-4.27,15.35,8,2023,A,S4_Supertrend,daily,MTLR,daily
0.1076,1.77,-13.5,8.2,3,2024,A,S4_Supertrend,daily,MTLR,daily
0.442,8.13,-18.08,14.47,3,2025,A,S4_Supertrend,daily,MTLR,daily
-1.0571,-5.37,-4.94,0.43,1,2022,B,S4_Supertrend,daily,MTLR,daily
2.0956,4.62,-1.43,23.62,8,2023,B,S4_Supertrend,daily,MTLR,daily
-1.0022,-2.93,-4.0,1.17,3,2024,B,S4_Supertrend,daily,MTLR,daily
0.8181,11.23,-11.08,4.09,2,2025,B,S4_Supertrend,daily,MTLR,daily
1.0411,68.55,-0.07,0.43,1,2022,C,S4_Supertrend,daily,MTLR,daily
1.1291,1.58,-0.66,7.48,6,2023,C,S4_Supertrend,daily,MTLR,daily
0.8672,13.03,-3.25,3.12,1,2024,C,S4_Supertrend,daily,MTLR,daily
0.7768,13.66,-14.08,12.89,4,2025,C,S4_Supertrend,daily,MTLR,daily
0.8026,19.62,-6.3,4.31,2,2022,D,S4_Supertrend,daily,MTLR,daily
0.0066,0.04,-4.27,15.35,8,2023,D,S4_Supertrend,daily,MTLR,daily
0.1076,2.65,-20.25,8.2,3,2024,D,S4_Supertrend,daily,MTLR,daily
0.5276,19.04,-32.6,14.47,3,2025,D,S4_Supertrend,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,E,S4_Supertrend,daily,MTLR,daily
2.0876,2.95,-0.41,14.96,6,2023,E,S4_Supertrend,daily,MTLR,daily
0.9263,1.0,-0.07,0.39,1,2024,E,S4_Supertrend,daily,MTLR,daily
0.7011,9.55,-11.08,3.46,3,2025,E,S4_Supertrend,daily,MTLR,daily
1.0411,24.78,-0.03,0.43,1,2022,F,S4_Supertrend,daily,MTLR,daily
1.1257,1.53,-0.66,7.48,6,2023,F,S4_Supertrend,daily,MTLR,daily
0.8672,19.54,-4.87,3.12,1,2024,F,S4_Supertrend,daily,MTLR,daily
0.8744,30.08,-24.61,12.89,4,2025,F,S4_Supertrend,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,G,S4_Supertrend,daily,MTLR,daily
2.0876,2.95,-0.41,14.96,6,2023,G,S4_Supertrend,daily,MTLR,daily
0.9263,1.5,-0.11,0.39,1,2024,G,S4_Supertrend,daily,MTLR,daily
0.7969,21.02,-19.74,3.46,3,2025,G,S4_Supertrend,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2020,A,S5_PivotPoints,daily,MTLR,daily
-0.1741,-0.16,-0.71,0.78,1,2021,A,S5_PivotPoints,daily,MTLR,daily
-0.7323,-13.09,-20.6,5.6,6,2022,A,S5_PivotPoints,daily,MTLR,daily
1.2784,1.59,-0.07,0.79,1,2023,A,S5_PivotPoints,daily,MTLR,daily
-1.2233,-10.76,-11.22,7.03,8,2024,A,S5_PivotPoints,daily,MTLR,daily
0.9133,1.42,-0.07,0.63,2,2025,A,S5_PivotPoints,daily,MTLR,daily
0.0217,0.28,-8.29,5.17,6,2022,B,S5_PivotPoints,daily,MTLR,daily
1.2784,1.59,-0.07,0.79,1,2023,B,S5_PivotPoints,daily,MTLR,daily
-1.2015,-10.58,-11.22,7.03,8,2024,B,S5_PivotPoints,daily,MTLR,daily
0.9133,1.42,-0.07,0.63,2,2025,B,S5_PivotPoints,daily,MTLR,daily
1.0236,4.24,-0.07,0.43,1,2022,C,S5_PivotPoints,daily,MTLR,daily
1.2784,1.59,-0.07,0.79,1,2023,C,S5_PivotPoints,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,C,S5_PivotPoints,daily,MTLR,daily
0.8534,1.32,-0.07,0.31,1,2025,C,S5_PivotPoints,daily,MTLR,daily
-0.7323,-32.73,-51.51,5.6,6,2022,D,S5_PivotPoints,daily,MTLR,daily
1.2784,0.95,-0.04,0.79,1,2023,D,S5_PivotPoints,daily,MTLR,daily
-1.2233,-6.45,-6.73,7.03,8,2024,D,S5_PivotPoints,daily,MTLR,daily
0.9133,2.13,-0.1,0.63,2,2025,D,S5_PivotPoints,daily,MTLR,daily
1.0236,4.24,-0.07,0.43,1,2022,E,S5_PivotPoints,daily,MTLR,daily
1.2784,1.59,-0.07,0.79,1,2023,E,S5_PivotPoints,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,E,S5_PivotPoints,daily,MTLR,daily
0.8534,1.32,-0.07,0.31,1,2025,E,S5_PivotPoints,daily,MTLR,daily
1.0236,10.6,-0.18,0.43,1,2022,F,S5_PivotPoints,daily,MTLR,daily
1.2784,0.95,-0.04,0.79,1,2023,F,S5_PivotPoints,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,F,S5_PivotPoints,daily,MTLR,daily
0.8534,1.97,-0.1,0.31,1,2025,F,S5_PivotPoints,daily,MTLR,daily
1.0236,10.6,-0.18,0.43,1,2022,G,S5_PivotPoints,daily,MTLR,daily
1.2784,0.95,-0.04,0.79,1,2023,G,S5_PivotPoints,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,G,S5_PivotPoints,daily,MTLR,daily
0.8534,1.97,-0.1,0.31,1,2025,G,S5_PivotPoints,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2020,A,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2021,A,S6_VWAP,daily,MTLR,daily
-1.1088,-1.23,-1.13,0.43,1,2022,A,S6_VWAP,daily,MTLR,daily
0.0956,0.15,-1.1,1.97,1,2023,A,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,A,S6_VWAP,daily,MTLR,daily
1.016,4.64,-1.13,2.2,1,2025,A,S6_VWAP,daily,MTLR,daily
-1.1088,-1.23,-1.13,0.43,1,2022,B,S6_VWAP,daily,MTLR,daily
0.9317,1.04,-0.07,0.39,1,2023,B,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,B,S6_VWAP,daily,MTLR,daily
1.2071,5.44,-0.21,1.57,2,2025,B,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,C,S6_VWAP,daily,MTLR,daily
1.1364,1.31,-0.07,0.79,2,2023,C,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,C,S6_VWAP,daily,MTLR,daily
0.8534,1.32,-0.07,0.31,1,2025,C,S6_VWAP,daily,MTLR,daily
-1.1088,-0.74,-0.68,0.43,1,2022,D,S6_VWAP,daily,MTLR,daily
0.1266,0.29,-1.52,1.97,1,2023,D,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,D,S6_VWAP,daily,MTLR,daily
1.016,6.96,-1.69,2.2,1,2025,D,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,E,S6_VWAP,daily,MTLR,daily
0.9317,1.04,-0.07,0.39,1,2023,E,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,E,S6_VWAP,daily,MTLR,daily
0.8534,1.32,-0.07,0.31,1,2025,E,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,F,S6_VWAP,daily,MTLR,daily
1.134,1.96,-0.1,0.79,2,2023,F,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,F,S6_VWAP,daily,MTLR,daily
0.8534,1.97,-0.1,0.31,1,2025,F,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2022,G,S6_VWAP,daily,MTLR,daily
0.9317,1.56,-0.1,0.39,1,2023,G,S6_VWAP,daily,MTLR,daily
0.0,0.0,0.0,0.0,0,2024,G,S6_VWAP,daily,MTLR,daily
0.8534,1.97,-0.1,0.31,1,2025,G,S6_VWAP,daily,MTLR,daily
-0.5283,-1.5,-3.5,0.98,4,2020,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.8579,6.06,-4.67,1.18,5,2021,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.8541,3.87,-2.62,1.74,7,2022,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
-0.4406,-0.89,-2.18,0.52,4,2023,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
-1.7028,-4.11,-5.37,0.61,6,2024,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.6708,1.9,-2.38,1.02,9,2025,A,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.3363,4.11,-1.77,1.01,7,2022,B,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.3542,0.64,-1.21,0.39,4,2023,B,S1_MeanRev,hourly,MTLR,v1_sqrt9
-1.7028,-4.11,-5.37,0.61,6,2024,B,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.47,1.28,-3.04,0.88,9,2025,B,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.6158,1.18,-0.07,0.14,1,2022,C,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.2192,0.69,-0.07,0.09,1,2023,C,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2024,C,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.3509,1.4,-0.22,0.35,3,2025,C,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.8084,2.88,-2.16,1.74,7,2022,D,S1_MeanRev,hourly,MTLR,v1_sqrt9
-0.4406,-1.78,-4.35,0.52,4,2023,D,S1_MeanRev,hourly,MTLR,v1_sqrt9
-1.7028,-8.22,-10.74,0.61,6,2024,D,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.6708,3.8,-4.75,1.02,9,2025,D,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.6158,1.18,-0.07,0.14,1,2022,E,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.2192,0.69,-0.07,0.09,1,2023,E,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2024,E,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.7958,0.79,-0.44,0.28,3,2025,E,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.6158,1.24,-0.07,0.14,1,2022,F,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.2192,1.37,-0.14,0.09,1,2023,F,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2024,F,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.3509,2.8,-0.45,0.35,3,2025,F,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.6158,1.24,-0.07,0.14,1,2022,G,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.2192,1.37,-0.14,0.09,1,2023,G,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2024,G,S1_MeanRev,hourly,MTLR,v1_sqrt9
0.7958,1.57,-0.87,0.28,3,2025,G,S1_MeanRev,hourly,MTLR,v1_sqrt9
1.3363,4.11,-1.77,1.01,7,2022,B,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.3542,0.64,-1.21,0.39,4,2023,B,S1_MeanRev,hourly,MTLR,v2_sqrtN
-1.7028,-4.11,-5.37,0.61,6,2024,B,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.47,1.28,-3.04,0.88,9,2025,B,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.6158,1.18,-0.07,0.14,1,2022,C,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.2192,0.69,-0.07,0.09,1,2023,C,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.0,0.0,0.0,0.0,0,2024,C,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.3509,1.4,-0.22,0.35,3,2025,C,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.8084,2.88,-2.17,1.74,7,2022,D,S1_MeanRev,hourly,MTLR,v2_sqrtN
-0.4406,-1.78,-4.35,0.52,4,2023,D,S1_MeanRev,hourly,MTLR,v2_sqrtN
-1.7028,-8.22,-10.74,0.61,6,2024,D,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.6708,3.8,-4.75,1.02,9,2025,D,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.6158,1.18,-0.07,0.14,1,2022,E,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.2192,0.69,-0.07,0.09,1,2023,E,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.0,0.0,0.0,0.0,0,2024,E,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.7958,0.79,-0.44,0.28,3,2025,E,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.6158,1.24,-0.07,0.14,1,2022,F,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.2192,1.37,-0.14,0.09,1,2023,F,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.0,0.0,0.0,0.0,0,2024,F,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.3509,2.8,-0.45,0.35,3,2025,F,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.6158,1.24,-0.07,0.14,1,2022,G,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.2192,1.37,-0.14,0.09,1,2023,G,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.0,0.0,0.0,0.0,0,2024,G,S1_MeanRev,hourly,MTLR,v2_sqrtN
0.7958,1.57,-0.87,0.28,3,2025,G,S1_MeanRev,hourly,MTLR,v2_sqrtN
1.2059,3.16,-1.65,0.58,7,2022,B,S1_MeanRev,hourly,MTLR,v3_div9
1.0933,1.5,-0.63,0.31,4,2023,B,S1_MeanRev,hourly,MTLR,v3_div9
-1.336,-3.0,-4.24,0.43,7,2024,B,S1_MeanRev,hourly,MTLR,v3_div9
-0.8405,-1.74,-3.14,0.35,9,2025,B,S1_MeanRev,hourly,MTLR,v3_div9
1.6158,1.18,-0.07,0.14,1,2022,C,S1_MeanRev,hourly,MTLR,v3_div9
1.2192,0.69,-0.07,0.09,1,2023,C,S1_MeanRev,hourly,MTLR,v3_div9
0.0,0.0,0.0,0.0,0,2024,C,S1_MeanRev,hourly,MTLR,v3_div9
1.3509,1.4,-0.22,0.35,3,2025,C,S1_MeanRev,hourly,MTLR,v3_div9
0.8084,2.88,-2.16,1.74,7,2022,D,S1_MeanRev,hourly,MTLR,v3_div9
-0.4406,-0.89,-2.18,0.52,4,2023,D,S1_MeanRev,hourly,MTLR,v3_div9
-1.7028,-6.16,-8.05,0.61,6,2024,D,S1_MeanRev,hourly,MTLR,v3_div9
0.6708,1.52,-1.9,1.02,9,2025,D,S1_MeanRev,hourly,MTLR,v3_div9
1.2481,0.62,-0.07,0.1,1,2022,E,S1_MeanRev,hourly,MTLR,v3_div9
0.8457,0.42,-0.07,0.04,1,2023,E,S1_MeanRev,hourly,MTLR,v3_div9
0.0,0.0,0.0,0.0,0,2024,E,S1_MeanRev,hourly,MTLR,v3_div9
0.5071,0.33,-0.29,0.11,3,2025,E,S1_MeanRev,hourly,MTLR,v3_div9
1.6158,1.24,-0.07,0.14,1,2022,F,S1_MeanRev,hourly,MTLR,v3_div9
1.2192,0.69,-0.07,0.09,1,2023,F,S1_MeanRev,hourly,MTLR,v3_div9
0.0,0.0,0.0,0.0,0,2024,F,S1_MeanRev,hourly,MTLR,v3_div9
1.3509,1.12,-0.18,0.35,3,2025,F,S1_MeanRev,hourly,MTLR,v3_div9
1.2481,0.65,-0.07,0.1,1,2022,G,S1_MeanRev,hourly,MTLR,v3_div9
0.8457,0.42,-0.07,0.04,1,2023,G,S1_MeanRev,hourly,MTLR,v3_div9
0.0,0.0,0.0,0.0,0,2024,G,S1_MeanRev,hourly,MTLR,v3_div9
0.5071,0.27,-0.23,0.11,3,2025,G,S1_MeanRev,hourly,MTLR,v3_div9
1.7308,5.38,-1.65,0.68,7,2022,B,S1_MeanRev,hourly,MTLR,v4_realized
-0.0587,-0.09,-1.21,0.31,4,2023,B,S1_MeanRev,hourly,MTLR,v4_realized
-1.3996,-3.15,-4.39,0.48,7,2024,B,S1_MeanRev,hourly,MTLR,v4_realized
0.4689,1.25,-3.04,0.77,9,2025,B,S1_MeanRev,hourly,MTLR,v4_realized
1.6527,2.49,-0.35,0.39,5,2022,C,S1_MeanRev,hourly,MTLR,v4_realized
0.9848,0.79,-0.07,0.09,2,2023,C,S1_MeanRev,hourly,MTLR,v4_realized
-1.7058,-0.65,-0.66,0.09,2,2024,C,S1_MeanRev,hourly,MTLR,v4_realized
0.4791,0.24,-0.3,0.18,3,2025,C,S1_MeanRev,hourly,MTLR,v4_realized
0.859,11.52,-7.49,1.74,7,2022,D,S1_MeanRev,hourly,MTLR,v4_realized
-0.4406,-1.78,-4.35,0.52,4,2023,D,S1_MeanRev,hourly,MTLR,v4_realized
-1.7028,-8.22,-10.74,0.61,6,2024,D,S1_MeanRev,hourly,MTLR,v4_realized
0.6708,3.8,-4.75,1.02,9,2025,D,S1_MeanRev,hourly,MTLR,v4_realized
1.4295,1.63,-0.13,0.19,3,2022,E,S1_MeanRev,hourly,MTLR,v4_realized
0.4863,0.08,-0.07,0.04,1,2023,E,S1_MeanRev,hourly,MTLR,v4_realized
-1.2456,-0.29,-0.29,0.04,1,2024,E,S1_MeanRev,hourly,MTLR,v4_realized
0.3048,0.14,-0.3,0.14,2,2025,E,S1_MeanRev,hourly,MTLR,v4_realized
1.6527,7.47,-1.05,0.39,5,2022,F,S1_MeanRev,hourly,MTLR,v4_realized
0.9848,1.58,-0.14,0.09,2,2023,F,S1_MeanRev,hourly,MTLR,v4_realized
-1.7058,-1.3,-1.32,0.09,2,2024,F,S1_MeanRev,hourly,MTLR,v4_realized
0.4791,0.47,-0.59,0.18,3,2025,F,S1_MeanRev,hourly,MTLR,v4_realized
1.4295,4.88,-0.4,0.19,3,2022,G,S1_MeanRev,hourly,MTLR,v4_realized
0.4863,0.16,-0.14,0.04,1,2023,G,S1_MeanRev,hourly,MTLR,v4_realized
-1.2456,-0.58,-0.58,0.04,1,2024,G,S1_MeanRev,hourly,MTLR,v4_realized
0.3048,0.28,-0.59,0.14,2,2025,G,S1_MeanRev,hourly,MTLR,v4_realized
-0.5283,-1.5,-3.5,0.98,4,2020,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2021,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
0.9455,4.4,-2.62,2.27,7,2022,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
-0.0529,-0.11,-2.18,0.61,4,2023,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
-1.7028,-4.11,-5.37,0.61,6,2024,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
-0.123,-0.5,-3.17,1.19,9,2025,A,S2_Bollinger,hourly,MTLR,v1_sqrt9
1.4152,4.46,-1.77,1.01,7,2022,B,S2_Bollinger,hourly,MTLR,v1_sqrt9
0.4927,0.9,-1.21,0.44,4,2023,B,S2_Bollinger,hourly,MTLR,v1_sqrt9
-1.7028,-4.11,-5.37,0.61,6,2024,B,S2_Bollinger,hourly,MTLR,v1_sqrt9
-0.4739,-1.11,-3.5,0.56,9,2025,B,S2_Bollinger,hourly,MTLR,v1_sqrt9
1.974,1.96,-0.25,0.39,2,2022,C,S2_Bollinger,hourly,MTLR,v1_sqrt9
1.5192,2.24,-0.63,0.35,2,2023,C,S2_Bollinger,hourly,MTLR,v1_sqrt9
0.0,0.0,0.0,0.0,0,2024,C,S2_Bollinger,hourly,MTLR,v1_sqrt9
1.1167,1.46,-0.61,0.46,3,2025,C,S2_Bollinger,hourly,MTLR,v1_sqrt9
0.9455,8.81,-5.23,2.27,7,2022,D,S2_Bollinger,hourly,MTLR,v1_sqrt9
-0.0529,-0.22,-4.35,0.61,4,2023,D,S2_Bollinger,hourly,MTLR,v1_sqrt9
-1.7028,-8.22,-10.74,0.61,6,2024,D,S2_Bollinger,hourly,MTLR,v1_sqrt9
