strategy,timeframe,approach,ticker,sharpe_median
S2_Bollinger,daily,F,MTLR,1.1955
S2_Bollinger,daily,F,NVTK,1.1953
S2_Bollinger,daily,F,SBER,1.1212
S2_Bollinger,daily,F,RTKM,1.0858
S2_Bollinger,daily,G,VTBR,1.4699
S2_Bollinger,daily,G,TATN,1.2446
S2_Bollinger,daily,G,RTKM,1.2098
S2_Bollinger,daily,G,MTLR,1.16
S2_Bollinger,daily,G,MGNT,1.1477
S2_Bollinger,hourly,A,ALRS,0.9169
S2_Bollinger,hourly,A,HYDR,0.7329
S2_Bollinger,hourly,A,AFLT,0.5666
S2_Bollinger,hourly,A,SBER,0.4703
S2_Bollinger,hourly,A,IRAO,0.367
S2_Bollinger,hourly,B,HYDR,1.0665
S2_Bollinger,hourly,B,TATN,1.0187
S2_Bollinger,hourly,B,ALRS,0.7709
S2_Bollinger,hourly,B,MTSS,0.6643
S2_Bollinger,hourly,B,RTKM,0.6279
S2_Bollinger,hourly,C,MTLR,1.318
S2_Bollinger,hourly,C,MTSS,1.0087
S2_Bollinger,hourly,C,ALRS,0.9169
S2_Bollinger,hourly,C,AFLT,0.9004
S2_Bollinger,hourly,C,RTKM,0.8832
S2_Bollinger,hourly,D,ALRS,0.9103
S2_Bollinger,hourly,D,HYDR,0.7191
S2_Bollinger,hourly,D,MTSS,0.6654
S2_Bollinger,hourly,D,AFLT,0.6043
S2_Bollinger,hourly,D,SBER,0.4703
S2_Bollinger,hourly,E,RTKM,1.2178
S2_Bollinger,hourly,E,MTSS,1.1902
S2_Bollinger,hourly,E,MTLR,1.0301
S2_Bollinger,hourly,E,HYDR,0.977
S2_Bollinger,hourly,E,AFLT,0.7839
S2_Bollinger,hourly,F,MTLR,1.318
S2_Bollinger,hourly,F,MTSS,1.0554
S2_Bollinger,hourly,F,ALRS,0.9103
S2_Bollinger,hourly,F,AFLT,0.9013
S2_Bollinger,hourly,F,RTKM,0.7916
S2_Bollinger,hourly,G,RTKM,1.2187
S2_Bollinger,hourly,G,MTSS,1.1998
S2_Bollinger,hourly,G,MTLR,1.0301
S2_Bollinger,hourly,G,HYDR,1.0081
S2_Bollinger,hourly,G,ALRS,0.7826
S3_Donchian,daily,A,MOEX,0.8477
S3_Donchian,daily,A,ALRS,0.6672
S3_Donchian,daily,A,RTKM,0.6522
S3_Donchian,daily,A,MTLR,0.543
S3_Donchian,daily,A,MTSS,0.5088
S3_Donchian,daily,B,ALRS,0.68
S3_Donchian,daily,B,MOEX,0.6376
S3_Donchian,daily,B,MTSS,0.5461
S3_Donchian,daily,B,VTBR,0.4891
S3_Donchian,daily,B,AFLT,0.3993
S3_Donchian,daily,C,ALRS,1.188
S3_Donchian,daily,C,RTKM,1.1426
S3_Donchian,daily,C,MOEX,1.0893
S3_Donchian,daily,C,VTBR,0.9908
S3_Donchian,daily,C,LKOH,0.8142
S3_Donchian,daily,D,RTKM,0.8803
S3_Donchian,daily,D,MOEX,0.8477
S3_Donchian,daily,D,ALRS,0.8214
S3_Donchian,daily,D,MTSS,0.7906
S3_Donchian,daily,D,MTLR,0.6886
S3_Donchian,daily,E,SBER,0.9395
S3_Donchian,daily,E,ALRS,0.8736
S3_Donchian,daily,E,HYDR,0.7844
S3_Donchian,daily,E,VTBR,0.7459
S3_Donchian,daily,E,MGNT,0.7446
S3_Donchian,daily,F,ALRS,1.6538
S3_Donchian,daily,F,RTKM,1.5124
S3_Donchian,daily,F,MOEX,1.1015
S3_Donchian,daily,F,VTBR,1.0045
S3_Donchian,daily,F,LKOH,0.9349
S3_Donchian,daily,G,ALRS,1.0917
S3_Donchian,daily,G,SBER,0.9395
S3_Donchian,daily,G,HYDR,0.8233
S3_Donchian,daily,G,VTBR,0.7974
S3_Donchian,daily,G,MGNT,0.7446
S3_Donchian,hourly,A,MTLR,1.3975
S3_Donchian,hourly,A,SBER,0.9729
S3_Donchian,hourly,A,TATN,0.8999
S3_Donchian,hourly,A,LKOH,0.7032
S3_Donchian,hourly,A,MGNT,0.6895
S3_Donchian,hourly,B,MTLR,1.2665
S3_Donchian,hourly,B,SBER,1.2633
S3_Donchian,hourly,B,TATN,1.0823
S3_Donchian,hourly,B,LSRG,0.6603
S3_Donchian,hourly,B,RTKM,0.6446
S3_Donchian,hourly,C,MTLR,1.4423
S3_Donchian,hourly,C,RTKM,1.3965
S3_Donchian,hourly,C,HYDR,1.1497
S3_Donchian,hourly,C,SBER,1.1279
S3_Donchian,hourly,C,MTSS,1.1147
S3_Donchian,hourly,D,MTLR,1.6912
S3_Donchian,hourly,D,SBER,1.0168
S3_Donchian,hourly,D,LKOH,0.944
S3_Donchian,hourly,D,TATN,0.9134
S3_Donchian,hourly,D,MGNT,0.6303
S3_Donchian,hourly,E,MTLR,1.4333
S3_Donchian,hourly,E,TATN,1.0276
S3_Donchian,hourly,E,SBER,1.0026
S3_Donchian,hourly,E,IRAO,0.9616
S3_Donchian,hourly,E,MTSS,0.8704
S3_Donchian,hourly,F,MTLR,1.4525
S3_Donchian,hourly,F,RTKM,1.4281
S3_Donchian,hourly,F,HYDR,1.1497
S3_Donchian,hourly,F,MTSS,1.1147
S3_Donchian,hourly,F,TATN,1.1058
S3_Donchian,hourly,G,MTLR,1.2776
S3_Donchian,hourly,G,TATN,1.0537
S3_Donchian,hourly,G,IRAO,0.9616
S3_Donchian,hourly,G,SBER,0.9456
S3_Donchian,hourly,G,MTSS,0.8704
S4_Supertrend,daily,A,ALRS,0.9149
S4_Supertrend,daily,A,MTSS,0.6686
S4_Supertrend,daily,A,SBER,0.6674
S4_Supertrend,daily,A,AFLT,0.6573
S4_Supertrend,daily,A,NVTK,0.4115
S4_Supertrend,daily,B,TATN,1.129
S4_Supertrend,daily,B,ALRS,1.0879
S4_Supertrend,daily,B,VTBR,0.8856
S4_Supertrend,daily,B,AFLT,0.87
S4_Supertrend,daily,B,MOEX,0.6815
S4_Supertrend,daily,C,ALRS,1.9967
S4_Supertrend,daily,C,AFLT,1.5571
S4_Supertrend,daily,C,LKOH,1.3765
S4_Supertrend,daily,C,MTSS,1.2309
S4_Supertrend,daily,C,VTBR,1.1118
S4_Supertrend,daily,D,ALRS,0.9361
S4_Supertrend,daily,D,MTSS,0.6867
S4_Supertrend,daily,D,AFLT,0.6573
S4_Supertrend,daily,D,TATN,0.6179
S4_Supertrend,daily,D,SBER,0.5401
S4_Supertrend,daily,E,ALRS,1.5636
S4_Supertrend,daily,E,LKOH,1.2757
S4_Supertrend,daily,E,TATN,1.096
S4_Supertrend,daily,E,MOEX,1.0171
S4_Supertrend,daily,E,AFLT,1.0055
S4_Supertrend,daily,F,ALRS,2.1002
S4_Supertrend,daily,F,AFLT,1.5571
S4_Supertrend,daily,F,LKOH,1.3801
S4_Supertrend,daily,F,MTSS,1.2293
S4_Supertrend,daily,F,VTBR,1.1522
S4_Supertrend,daily,G,ALRS,1.5818
S4_Supertrend,daily,G,LKOH,1.2773
S4_Supertrend,daily,G,TATN,1.2216
S4_Supertrend,daily,G,MOEX,1.0319
S4_Supertrend,daily,G,AFLT,1.0055
S4_Supertrend,hourly,A,VTBR,0.5847
S4_Supertrend,hourly,A,HYDR,0.5411
S4_Supertrend,hourly,A,MTLR,0.4824
S4_Supertrend,hourly,A,ALRS,0.3275
S4_Supertrend,hourly,A,LKOH,0.2837
S4_Supertrend,hourly,B,SBER,0.7102
S4_Supertrend,hourly,B,AFLT,0.6307
S4_Supertrend,hourly,B,VTBR,0.5515
S4_Supertrend,hourly,B,HYDR,0.4909
S4_Supertrend,hourly,B,MGNT,0.3839
S4_Supertrend,hourly,C,MGNT,1.8095
S4_Supertrend,hourly,C,MTLR,1.4924
S4_Supertrend,hourly,C,AFLT,1.4225
S4_Supertrend,hourly,C,VTBR,1.4154
S4_Supertrend,hourly,C,LSRG,1.3819
S4_Supertrend,hourly,D,VTBR,0.6018
S4_Supertrend,hourly,D,HYDR,0.5941
S4_Supertrend,hourly,D,MTLR,0.5067
S4_Supertrend,hourly,D,ALRS,0.3275
S4_Supertrend,hourly,D,MGNT,0.3272
S4_Supertrend,hourly,E,AFLT,1.8409
S4_Supertrend,hourly,E,MTSS,1.4345
S4_Supertrend,hourly,E,VTBR,1.2847
S4_Supertrend,hourly,E,MGNT,1.2786
S4_Supertrend,hourly,E,MTLR,1.158
S4_Supertrend,hourly,F,MGNT,1.8864
S4_Supertrend,hourly,F,VTBR,1.4453
S4_Supertrend,hourly,F,AFLT,1.4225
S4_Supertrend,hourly,F,MTLR,1.385
S4_Supertrend,hourly,F,LSRG,1.3819
S4_Supertrend,hourly,G,AFLT,1.8409
S4_Supertrend,hourly,G,MTSS,1.4345
S4_Supertrend,hourly,G,VTBR,1.3269
S4_Supertrend,hourly,G,MGNT,1.2786
S4_Supertrend,hourly,G,MTLR,1.1881
S5_PivotPoints,daily,A,ALRS,0.6617
S5_PivotPoints,daily,A,LKOH,0.5573
S5_PivotPoints,daily,A,MTSS,0.316
S5_PivotPoints,daily,A,MTLR,0.0905
S5_PivotPoints,daily,A,VTBR,-0.1857
S5_PivotPoints,daily,B,ALRS,0.9139
S5_PivotPoints,daily,B,LKOH,0.5573
S5_PivotPoints,daily,B,MTSS,0.5051
S5_PivotPoints,daily,B,MTLR,0.4675
S5_PivotPoints,daily,B,LSRG,-0.0368
S5_PivotPoints,daily,C,MTSS,1.2764
S5_PivotPoints,daily,C,ALRS,1.0287
S5_PivotPoints,daily,C,MTLR,0.9385
S5_PivotPoints,daily,C,LKOH,0.9187
S5_PivotPoints,daily,C,MOEX,0.9095
S5_PivotPoints,daily,D,ALRS,0.6764
S5_PivotPoints,daily,D,LKOH,0.5595
S5_PivotPoints,daily,D,MTSS,0.3317
S5_PivotPoints,daily,D,MTLR,0.0905
S5_PivotPoints,daily,D,VTBR,0.028
S5_PivotPoints,daily,E,ALRS,1.0494
S5_PivotPoints,daily,E,MTLR,0.9385
S5_PivotPoints,daily,E,LKOH,0.9187
S5_PivotPoints,daily,E,MOEX,0.9077
S5_PivotPoints,daily,E,MTSS,0.8573
S5_PivotPoints,daily,F,MTSS,1.2764
S5_PivotPoints,daily,F,ALRS,1.0434
S5_PivotPoints,daily,F,MTLR,0.9385
S5_PivotPoints,daily,F,LKOH,0.9097
S5_PivotPoints,daily,F,MOEX,0.9095
S5_PivotPoints,daily,G,ALRS,1.0641
S5_PivotPoints,daily,G,MTLR,0.9385
S5_PivotPoints,daily,G,LKOH,0.9097
S5_PivotPoints,daily,G,MOEX,0.9077
S5_PivotPoints,daily,G,MTSS,0.8573
S5_PivotPoints,hourly,A,OGKB,0.3893
S5_PivotPoints,hourly,A,MTSS,-0.0641
S5_PivotPoints,hourly,A,IRAO,-0.0897
S5_PivotPoints,hourly,A,LSRG,-0.4245
S5_PivotPoints,hourly,A,VTBR,-0.6904
S5_PivotPoints,hourly,B,OGKB,0.9317
S5_PivotPoints,hourly,B,HYDR,0.6151
S5_PivotPoints,hourly,B,MTSS,0.4869
S5_PivotPoints,hourly,B,IRAO,0.1754
S5_PivotPoints,hourly,B,VTBR,0.0973
S5_PivotPoints,hourly,C,MTSS,1.3079
S5_PivotPoints,hourly,C,OGKB,0.6868
S5_PivotPoints,hourly,C,ALRS,0.6497
S5_PivotPoints,hourly,C,PHOR,0.6241
S5_PivotPoints,hourly,C,VTBR,0.5799
S5_PivotPoints,hourly,D,OGKB,0.3665
S5_PivotPoints,hourly,D,MTSS,-0.0824
S5_PivotPoints,hourly,D,IRAO,-0.0839
S5_PivotPoints,hourly,D,LSRG,-0.3675
S5_PivotPoints,hourly,D,VTBR,-0.6772
S5_PivotPoints,hourly,E,MTSS,1.3079
S5_PivotPoints,hourly,E,LSRG,0.787
S5_PivotPoints,hourly,E,VTBR,0.7035
S5_PivotPoints,hourly,E,RTKM,0.651
S5_PivotPoints,hourly,E,PHOR,0.6466
S5_PivotPoints,hourly,F,MTSS,1.3057
S5_PivotPoints,hourly,F,OGKB,0.7037
S5_PivotPoints,hourly,F,ALRS,0.6497
S5_PivotPoints,hourly,F,PHOR,0.6024
S5_PivotPoints,hourly,F,VTBR,0.6009
S5_PivotPoints,hourly,G,MTSS,1.3057
S5_PivotPoints,hourly,G,LSRG,0.8007
S5_PivotPoints,hourly,G,VTBR,0.7056
S5_PivotPoints,hourly,G,RTKM,0.7006
S5_PivotPoints,hourly,G,HYDR,0.6403
S6_VWAP,daily,A,VTBR,0.5895
S6_VWAP,daily,A,ALRS,0.5017
S6_VWAP,daily,A,SBER,0.4234
S6_VWAP,daily,A,HYDR,0.2674
S6_VWAP,daily,A,PHOR,0.1612
S6_VWAP,daily,B,SBER,0.9707
S6_VWAP,daily,B,MOEX,0.9345
S6_VWAP,daily,B,RTKM,0.6856
S6_VWAP,daily,B,VTBR,0.648
S6_VWAP,daily,B,ALRS,0.5017
S6_VWAP,daily,C,MTSS,1.1822
S6_VWAP,daily,C,RTKM,1.0059
S6_VWAP,daily,C,MOEX,0.9656
S6_VWAP,daily,C,VTBR,0.9426
S6_VWAP,daily,C,IRAO,0.6657
S6_VWAP,daily,D,VTBR,0.7359
S6_VWAP,daily,D,ALRS,0.5018
S6_VWAP,daily,D,SBER,0.4234
S6_VWAP,daily,D,RTKM,0.2031
S6_VWAP,daily,D,PHOR,0.1612
S6_VWAP,daily,E,MTSS,1.2177
S6_VWAP,daily,E,RTKM,1.0532
S6_VWAP,daily,E,VTBR,0.9947
S6_VWAP,daily,E,MOEX,0.9656
S6_VWAP,daily,E,TATN,0.604
S6_VWAP,daily,F,MTSS,1.1757
S6_VWAP,daily,F,RTKM,0.9932
S6_VWAP,daily,F,MOEX,0.945
S6_VWAP,daily,F,VTBR,0.9338
S6_VWAP,daily,F,IRAO,0.6657
S6_VWAP,daily,G,MTSS,1.2015
S6_VWAP,daily,G,RTKM,1.0903
S6_VWAP,daily,G,VTBR,0.9834
S6_VWAP,daily,G,MOEX,0.945
S6_VWAP,daily,G,TATN,0.6044
S6_VWAP,hourly,A,OGKB,0.6141
S6_VWAP,hourly,A,LSRG,-0.1815
S6_VWAP,hourly,A,MTSS,-0.3193
S6_VWAP,hourly,A,TATN,-0.3659
S6_VWAP,hourly,A,AFLT,-0.3849
S6_VWAP,hourly,B,OGKB,0.8593
S6_VWAP,hourly,B,HYDR,0.6182
S6_VWAP,hourly,B,LSRG,0.439
S6_VWAP,hourly,B,MTSS,0.382
S6_VWAP,hourly,B,TATN,-0.1069
S6_VWAP,hourly,C,OGKB,0.8846
S6_VWAP,hourly,C,RTKM,0.8364
S6_VWAP,hourly,C,LSRG,0.6814
S6_VWAP,hourly,C,IRAO,0.5601
S6_VWAP,hourly,C,LKOH,0.5072
S6_VWAP,hourly,D,OGKB,0.6294
S6_VWAP,hourly,D,TATN,-0.2264
S6_VWAP,hourly,D,MTSS,-0.2673
S6_VWAP,hourly,D,LSRG,-0.2686
S6_VWAP,hourly,D,HYDR,-0.3698
S6_VWAP,hourly,E,OGKB,1.1657
S6_VWAP,hourly,E,LKOH,0.9133
S6_VWAP,hourly,E,LSRG,0.8605
S6_VWAP,hourly,E,RTKM,0.7767
S6_VWAP,hourly,E,MTSS,0.7167
S6_VWAP,hourly,F,OGKB,0.8845
S6_VWAP,hourly,F,RTKM,0.8081
S6_VWAP,hourly,F,LSRG,0.6932
S6_VWAP,hourly,F,IRAO,0.5405
S6_VWAP,hourly,F,AFLT,0.5179
S6_VWAP,hourly,G,OGKB,1.1615
S6_VWAP,hourly,G,LKOH,0.885
S6_VWAP,hourly,G,LSRG,0.867
S6_VWAP,hourly,G,RTKM,0.7614
S6_VWAP,hourly,G,MTSS,0.7392
