ticker,strategy,timeframe,approach,sigma_variant,sharpe_median,sharpe_mean,n_obs
IRAO,S5_PivotPoints,hourly,E,v2_sqrtN,0.4762,0.4918,4
IRAO,S5_PivotPoints,hourly,E,v3_div9,0.2325,0.3699,4
IRAO,S5_PivotPoints,hourly,E,v4_realized,-1.0368,-0.9638,4
IRAO,S5_PivotPoints,hourly,F,v1_sqrt9,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,F,v2_sqrtN,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,F,v3_div9,0.5114,0.4816,4
IRAO,S5_PivotPoints,hourly,F,v4_realized,-0.7634,-0.5973,4
IRAO,S5_PivotPoints,hourly,G,v1_sqrt9,0.4762,0.4918,4
IRAO,S5_PivotPoints,hourly,G,v2_sqrtN,0.4762,0.4918,4
IRAO,S5_PivotPoints,hourly,G,v3_div9,0.2325,0.3699,4
IRAO,S5_PivotPoints,hourly,G,v4_realized,-1.0368,-0.9638,4
IRAO,S6_VWAP,daily,A,daily,-0.0702,0.022,6
IRAO,S6_VWAP,daily,B,daily,0.1978,0.1721,4
IRAO,S6_VWAP,daily,C,daily,0.6657,0.6448,4
IRAO,S6_VWAP,daily,D,daily,-0.2256,-0.0757,4
IRAO,S6_VWAP,daily,E,daily,0.5012,0.2799,4
IRAO,S6_VWAP,daily,F,daily,0.6657,0.6591,4
IRAO,S6_VWAP,daily,G,daily,0.5012,0.315,4
IRAO,S6_VWAP,hourly,A,v1_sqrt9,-0.5821,-0.7866,6
IRAO,S6_VWAP,hourly,B,v1_sqrt9,-0.5286,-0.4956,4
IRAO,S6_VWAP,hourly,B,v2_sqrtN,-0.5286,-0.4956,4
IRAO,S6_VWAP,hourly,B,v3_div9,-0.8028,-0.9202,4
IRAO,S6_VWAP,hourly,B,v4_realized,-0.473,-0.561,4
IRAO,S6_VWAP,hourly,C,v1_sqrt9,0.5601,0.4489,4
IRAO,S6_VWAP,hourly,C,v2_sqrtN,0.5601,0.4489,4
IRAO,S6_VWAP,hourly,C,v3_div9,0.5601,0.4489,4
IRAO,S6_VWAP,hourly,C,v4_realized,-1.0674,-0.927,4
IRAO,S6_VWAP,hourly,D,v1_sqrt9,-0.5459,-0.6296,4
IRAO,S6_VWAP,hourly,D,v2_sqrtN,-0.5459,-0.6296,4
IRAO,S6_VWAP,hourly,D,v3_div9,-0.5478,-0.6306,4
IRAO,S6_VWAP,hourly,D,v4_realized,-0.5771,-0.7257,4
IRAO,S6_VWAP,hourly,E,v1_sqrt9,0.3612,0.3566,4
IRAO,S6_VWAP,hourly,E,v2_sqrtN,0.3612,0.3566,4
IRAO,S6_VWAP,hourly,E,v3_div9,0.1694,-0.0395,4
IRAO,S6_VWAP,hourly,E,v4_realized,-0.6794,-0.8509,4
IRAO,S6_VWAP,hourly,F,v1_sqrt9,0.5405,0.4664,4
IRAO,S6_VWAP,hourly,F,v2_sqrtN,0.5405,0.4664,4
IRAO,S6_VWAP,hourly,F,v3_div9,0.5405,0.4664,4
IRAO,S6_VWAP,hourly,F,v4_realized,-1.0674,-0.927,4
IRAO,S6_VWAP,hourly,G,v1_sqrt9,0.3456,0.3688,4
IRAO,S6_VWAP,hourly,G,v2_sqrtN,0.3456,0.3688,4
IRAO,S6_VWAP,hourly,G,v3_div9,0.1594,-0.0521,4
IRAO,S6_VWAP,hourly,G,v4_realized,-0.6794,-0.8509,4
LKOH,S1_MeanRev,daily,A,daily,0.0546,0.0242,6
LKOH,S1_MeanRev,daily,B,daily,-0.0321,-0.1034,4
LKOH,S1_MeanRev,daily,C,daily,-0.6946,-0.1552,4
LKOH,S1_MeanRev,daily,D,daily,0.0546,0.0392,4
LKOH,S1_MeanRev,daily,E,daily,0.1617,0.2459,4
LKOH,S1_MeanRev,daily,F,daily,-0.6946,-0.1552,4
LKOH,S1_MeanRev,daily,G,daily,0.1617,0.2459,4
LKOH,S1_MeanRev,hourly,A,v1_sqrt9,-0.0508,-0.1408,6
LKOH,S1_MeanRev,hourly,B,v1_sqrt9,0.0,-0.1064,4
LKOH,S1_MeanRev,hourly,B,v2_sqrtN,0.0,-0.1064,4
LKOH,S1_MeanRev,hourly,B,v3_div9,0.0,-0.1064,4
LKOH,S1_MeanRev,hourly,B,v4_realized,0.0,0.018,4
LKOH,S1_MeanRev,hourly,C,v1_sqrt9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,C,v2_sqrtN,0.0,0.0,4
LKOH,S1_MeanRev,hourly,C,v3_div9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,C,v4_realized,0.0,-0.1713,4
LKOH,S1_MeanRev,hourly,D,v1_sqrt9,0.0,-0.0386,4
LKOH,S1_MeanRev,hourly,D,v2_sqrtN,0.0,-0.0386,4
LKOH,S1_MeanRev,hourly,D,v3_div9,0.0,-0.0386,4
LKOH,S1_MeanRev,hourly,D,v4_realized,0.0,-0.0386,4
LKOH,S1_MeanRev,hourly,E,v1_sqrt9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,E,v2_sqrtN,0.0,0.0,4
LKOH,S1_MeanRev,hourly,E,v3_div9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,E,v4_realized,0.0,-0.1713,4
LKOH,S1_MeanRev,hourly,F,v1_sqrt9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,F,v2_sqrtN,0.0,0.0,4
LKOH,S1_MeanRev,hourly,F,v3_div9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,F,v4_realized,0.0,-0.1713,4
LKOH,S1_MeanRev,hourly,G,v1_sqrt9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,G,v2_sqrtN,0.0,0.0,4
LKOH,S1_MeanRev,hourly,G,v3_div9,0.0,0.0,4
LKOH,S1_MeanRev,hourly,G,v4_realized,0.0,-0.1713,4
LKOH,S2_Bollinger,daily,A,daily,-0.49,-0.3139,6
LKOH,S2_Bollinger,daily,B,daily,-0.0165,-0.0381,4
LKOH,S2_Bollinger,daily,C,daily,-0.0326,0.3543,4
LKOH,S2_Bollinger,daily,D,daily,-0.2119,-0.2258,4
LKOH,S2_Bollinger,daily,E,daily,1.0982,0.9141,4
LKOH,S2_Bollinger,daily,F,daily,-0.0326,0.3543,4
LKOH,S2_Bollinger,daily,G,daily,1.0982,0.9141,4
LKOH,S2_Bollinger,hourly,A,v1_sqrt9,-0.0402,-0.3577,6
LKOH,S2_Bollinger,hourly,B,v1_sqrt9,0.0,-0.1867,4
LKOH,S2_Bollinger,hourly,B,v2_sqrtN,0.0,-0.1867,4
LKOH,S2_Bollinger,hourly,B,v3_div9,0.0,0.0129,4
LKOH,S2_Bollinger,hourly,B,v4_realized,0.0,-0.2642,4
LKOH,S2_Bollinger,hourly,C,v1_sqrt9,0.0,0.0384,4
LKOH,S2_Bollinger,hourly,C,v2_sqrtN,0.0,0.0384,4
LKOH,S2_Bollinger,hourly,C,v3_div9,0.0,0.0384,4
LKOH,S2_Bollinger,hourly,C,v4_realized,0.0,-0.2731,4
LKOH,S2_Bollinger,hourly,D,v1_sqrt9,0.0,-0.0789,4
LKOH,S2_Bollinger,hourly,D,v2_sqrtN,0.0,-0.0789,4
LKOH,S2_Bollinger,hourly,D,v3_div9,0.0,-0.0789,4
LKOH,S2_Bollinger,hourly,D,v4_realized,0.0,-0.08,4
LKOH,S2_Bollinger,hourly,E,v1_sqrt9,0.0,0.0226,4
LKOH,S2_Bollinger,hourly,E,v2_sqrtN,0.0,0.0226,4
LKOH,S2_Bollinger,hourly,E,v3_div9,0.0,0.1964,4
LKOH,S2_Bollinger,hourly,E,v4_realized,0.0,-0.3509,4
LKOH,S2_Bollinger,hourly,F,v1_sqrt9,0.0,0.0717,4
LKOH,S2_Bollinger,hourly,F,v2_sqrtN,0.0,0.0717,4
LKOH,S2_Bollinger,hourly,F,v3_div9,0.0,0.0717,4
LKOH,S2_Bollinger,hourly,F,v4_realized,0.0,-0.2731,4
LKOH,S2_Bollinger,hourly,G,v1_sqrt9,0.0,0.0524,4
LKOH,S2_Bollinger,hourly,G,v2_sqrtN,0.0,0.0524,4
LKOH,S2_Bollinger,hourly,G,v3_div9,0.0,0.1964,4
LKOH,S2_Bollinger,hourly,G,v4_realized,0.0,-0.3509,4
LKOH,S3_Donchian,daily,A,daily,0.3784,0.4215,6
LKOH,S3_Donchian,daily,B,daily,0.046,0.177,4
LKOH,S3_Donchian,daily,C,daily,0.8142,0.931,4
LKOH,S3_Donchian,daily,D,daily,0.2327,0.521,4
LKOH,S3_Donchian,daily,E,daily,0.4684,0.5351,4
LKOH,S3_Donchian,daily,F,daily,0.9349,1.1156,4
LKOH,S3_Donchian,daily,G,daily,0.4926,0.5972,4
LKOH,S3_Donchian,hourly,A,v1_sqrt9,0.6894,0.8154,6
LKOH,S3_Donchian,hourly,B,v1_sqrt9,0.6117,0.4777,4
LKOH,S3_Donchian,hourly,B,v2_sqrtN,0.6117,0.4777,4
LKOH,S3_Donchian,hourly,B,v3_div9,-1.2936,-1.1455,4
LKOH,S3_Donchian,hourly,B,v4_realized,-0.7206,-0.5148,4
LKOH,S3_Donchian,hourly,C,v1_sqrt9,0.7084,0.607,4
LKOH,S3_Donchian,hourly,C,v2_sqrtN,0.7134,0.6095,4
LKOH,S3_Donchian,hourly,C,v3_div9,0.7084,0.607,4
LKOH,S3_Donchian,hourly,C,v4_realized,0.0696,0.2183,4
LKOH,S3_Donchian,hourly,D,v1_sqrt9,0.944,1.0716,4
LKOH,S3_Donchian,hourly,D,v2_sqrtN,0.9425,1.0708,4
LKOH,S3_Donchian,hourly,D,v3_div9,0.944,1.0388,4
LKOH,S3_Donchian,hourly,D,v4_realized,0.7727,1.0788,4
LKOH,S3_Donchian,hourly,E,v1_sqrt9,0.3188,0.2957,4
LKOH,S3_Donchian,hourly,E,v2_sqrtN,0.3188,0.2957,4
LKOH,S3_Donchian,hourly,E,v3_div9,0.5338,0.4876,4
LKOH,S3_Donchian,hourly,E,v4_realized,-0.8683,-0.7747,4
LKOH,S3_Donchian,hourly,F,v1_sqrt9,0.6946,0.5748,4
LKOH,S3_Donchian,hourly,F,v2_sqrtN,0.7006,0.5778,4
LKOH,S3_Donchian,hourly,F,v3_div9,0.6946,0.5767,4
LKOH,S3_Donchian,hourly,F,v4_realized,0.5539,0.4677,4
LKOH,S3_Donchian,hourly,G,v1_sqrt9,0.323,0.2578,4
LKOH,S3_Donchian,hourly,G,v2_sqrtN,0.323,0.2578,4
LKOH,S3_Donchian,hourly,G,v3_div9,0.4626,0.4064,4
LKOH,S3_Donchian,hourly,G,v4_realized,-0.5451,-0.3102,4
LKOH,S4_Supertrend,daily,A,daily,0.3379,0.5609,6
LKOH,S4_Supertrend,daily,B,daily,0.527,0.7724,4
LKOH,S4_Supertrend,daily,C,daily,1.3765,1.5238,4
LKOH,S4_Supertrend,daily,D,daily,0.3735,0.7544,4
LKOH,S4_Supertrend,daily,E,daily,1.2758,1.2959,4
LKOH,S4_Supertrend,daily,F,daily,1.3802,1.5262,4
LKOH,S4_Supertrend,daily,G,daily,1.2774,1.2873,4
LKOH,S4_Supertrend,hourly,A,v1_sqrt9,0.2837,0.2693,6
LKOH,S4_Supertrend,hourly,B,v1_sqrt9,0.2109,0.5789,4
LKOH,S4_Supertrend,hourly,B,v2_sqrtN,0.1807,0.5638,4
LKOH,S4_Supertrend,hourly,B,v3_div9,-1.2895,-1.0899,4
LKOH,S4_Supertrend,hourly,B,v4_realized,-1.9105,-2.016,4
LKOH,S4_Supertrend,hourly,C,v1_sqrt9,1.1448,0.9204,4
LKOH,S4_Supertrend,hourly,C,v2_sqrtN,1.1448,0.8964,4
LKOH,S4_Supertrend,hourly,C,v3_div9,1.1448,0.9204,4
LKOH,S4_Supertrend,hourly,C,v4_realized,-0.3803,-0.3047,4
LKOH,S4_Supertrend,hourly,D,v1_sqrt9,0.2837,0.0893,4
LKOH,S4_Supertrend,hourly,D,v2_sqrtN,0.2837,0.0893,4
LKOH,S4_Supertrend,hourly,D,v3_div9,0.2837,0.0893,4
LKOH,S4_Supertrend,hourly,D,v4_realized,0.2837,0.0893,4
LKOH,S4_Supertrend,hourly,E,v1_sqrt9,1.1324,1.1702,4
LKOH,S4_Supertrend,hourly,E,v2_sqrtN,1.0975,1.0411,4
LKOH,S4_Supertrend,hourly,E,v3_div9,-0.1056,0.0196,4
LKOH,S4_Supertrend,hourly,E,v4_realized,-0.8911,-1.0459,4
LKOH,S4_Supertrend,hourly,F,v1_sqrt9,1.1448,0.9204,4
LKOH,S4_Supertrend,hourly,F,v2_sqrtN,1.1448,0.8964,4
LKOH,S4_Supertrend,hourly,F,v3_div9,1.1448,0.9204,4
LKOH,S4_Supertrend,hourly,F,v4_realized,-0.3803,-0.3047,4
LKOH,S4_Supertrend,hourly,G,v1_sqrt9,1.1324,1.1702,4
LKOH,S4_Supertrend,hourly,G,v2_sqrtN,1.0975,1.0411,4
LKOH,S4_Supertrend,hourly,G,v3_div9,-0.1056,0.0196,4
LKOH,S4_Supertrend,hourly,G,v4_realized,-0.8911,-1.0459,4
LKOH,S5_PivotPoints,daily,A,daily,-0.0812,0.0215,6
LKOH,S5_PivotPoints,daily,B,daily,0.5572,0.5934,4
LKOH,S5_PivotPoints,daily,C,daily,0.9188,0.9454,4
LKOH,S5_PivotPoints,daily,D,daily,0.5594,0.5504,4
LKOH,S5_PivotPoints,daily,E,daily,0.9188,0.9454,4
LKOH,S5_PivotPoints,daily,F,daily,0.9096,0.9431,4
LKOH,S5_PivotPoints,daily,G,daily,0.9096,0.9431,4
LKOH,S5_PivotPoints,hourly,A,v1_sqrt9,-1.7265,-1.8334,6
LKOH,S5_PivotPoints,hourly,B,v1_sqrt9,-1.0986,-1.3972,4
LKOH,S5_PivotPoints,hourly,B,v2_sqrtN,-1.0986,-1.3972,4
LKOH,S5_PivotPoints,hourly,B,v3_div9,-1.6178,-1.6705,4
LKOH,S5_PivotPoints,hourly,B,v4_realized,-1.8575,-1.764,4
LKOH,S5_PivotPoints,hourly,C,v1_sqrt9,0.3238,0.3443,4
LKOH,S5_PivotPoints,hourly,C,v2_sqrtN,0.2205,0.2658,4
LKOH,S5_PivotPoints,hourly,C,v3_div9,0.3238,0.3443,4
LKOH,S5_PivotPoints,hourly,C,v4_realized,-1.8406,-1.6231,4
LKOH,S5_PivotPoints,hourly,D,v1_sqrt9,-1.9006,-1.9846,4
LKOH,S5_PivotPoints,hourly,D,v2_sqrtN,-1.9006,-1.9846,4
LKOH,S5_PivotPoints,hourly,D,v3_div9,-1.9006,-1.9846,4
LKOH,S5_PivotPoints,hourly,D,v4_realized,-1.9006,-1.9852,4
LKOH,S5_PivotPoints,hourly,E,v1_sqrt9,0.4385,0.3295,4
LKOH,S5_PivotPoints,hourly,E,v2_sqrtN,0.2094,0.1076,4
LKOH,S5_PivotPoints,hourly,E,v3_div9,0.1349,0.1284,4
LKOH,S5_PivotPoints,hourly,E,v4_realized,-1.4772,-1.2559,4
LKOH,S5_PivotPoints,hourly,F,v1_sqrt9,0.3238,0.3443,4
LKOH,S5_PivotPoints,hourly,F,v2_sqrtN,0.2205,0.2658,4
LKOH,S5_PivotPoints,hourly,F,v3_div9,0.3238,0.3443,4
LKOH,S5_PivotPoints,hourly,F,v4_realized,-1.8406,-1.6231,4
LKOH,S5_PivotPoints,hourly,G,v1_sqrt9,0.4385,0.3295,4
LKOH,S5_PivotPoints,hourly,G,v2_sqrtN,0.2094,0.1076,4
LKOH,S5_PivotPoints,hourly,G,v3_div9,0.1349,0.1284,4
LKOH,S5_PivotPoints,hourly,G,v4_realized,-1.4772,-1.2559,4
LKOH,S6_VWAP,daily,A,daily,0.1,0.2773,6
LKOH,S6_VWAP,daily,B,daily,0.4916,0.6088,4
LKOH,S6_VWAP,daily,C,daily,0.1225,0.2971,4
LKOH,S6_VWAP,daily,D,daily,-0.159,0.1589,4
LKOH,S6_VWAP,daily,E,daily,0.0,0.214,4
LKOH,S6_VWAP,daily,F,daily,0.1258,0.2987,4
LKOH,S6_VWAP,daily,G,daily,0.0,0.2137,4
LKOH,S6_VWAP,hourly,A,v1_sqrt9,-0.871,-0.8239,6
LKOH,S6_VWAP,hourly,B,v1_sqrt9,-0.8438,-0.799,4
LKOH,S6_VWAP,hourly,B,v2_sqrtN,-0.8438,-0.799,4
LKOH,S6_VWAP,hourly,B,v3_div9,-0.3627,-0.4292,4
LKOH,S6_VWAP,hourly,B,v4_realized,-0.5685,-0.6481,4
LKOH,S6_VWAP,hourly,C,v1_sqrt9,0.5072,0.0985,4
LKOH,S6_VWAP,hourly,C,v2_sqrtN,0.5072,0.0985,4
LKOH,S6_VWAP,hourly,C,v3_div9,0.5072,0.0985,4
LKOH,S6_VWAP,hourly,C,v4_realized,-0.5784,-0.4833,4
LKOH,S6_VWAP,hourly,D,v1_sqrt9,-1.0938,-1.0659,4
LKOH,S6_VWAP,hourly,D,v2_sqrtN,-1.1018,-1.0699,4
LKOH,S6_VWAP,hourly,D,v3_div9,-1.0938,-1.0659,4
LKOH,S6_VWAP,hourly,D,v4_realized,-1.0785,-1.0432,4
LKOH,S6_VWAP,hourly,E,v1_sqrt9,0.9133,0.3826,4
LKOH,S6_VWAP,hourly,E,v2_sqrtN,0.9133,0.3826,4
LKOH,S6_VWAP,hourly,E,v3_div9,0.3178,0.1744,4
LKOH,S6_VWAP,hourly,E,v4_realized,-0.5863,-0.4593,4
LKOH,S6_VWAP,hourly,F,v1_sqrt9,0.4724,0.0867,4
LKOH,S6_VWAP,hourly,F,v2_sqrtN,0.4724,0.0867,4
LKOH,S6_VWAP,hourly,F,v3_div9,0.4724,0.0867,4
LKOH,S6_VWAP,hourly,F,v4_realized,-0.5784,-0.4833,4
LKOH,S6_VWAP,hourly,G,v1_sqrt9,0.885,0.3685,4
LKOH,S6_VWAP,hourly,G,v2_sqrtN,0.885,0.3685,4
LKOH,S6_VWAP,hourly,G,v3_div9,0.2907,0.1698,4
LKOH,S6_VWAP,hourly,G,v4_realized,-0.5863,-0.4593,4
LSRG,S1_MeanRev,daily,A,daily,0.8968,0.8919,6
LSRG,S1_MeanRev,daily,B,daily,1.1119,1.2188,4
LSRG,S1_MeanRev,daily,C,daily,1.0455,0.8206,4
LSRG,S1_MeanRev,daily,D,daily,0.9148,1.0503,4
LSRG,S1_MeanRev,daily,E,daily,0.9764,0.3378,4
LSRG,S1_MeanRev,daily,F,daily,1.0588,0.8254,4
LSRG,S1_MeanRev,daily,G,daily,0.9623,0.3308,4
LSRG,S1_MeanRev,hourly,A,v1_sqrt9,0.0902,-0.1104,6
LSRG,S1_MeanRev,hourly,B,v1_sqrt9,0.524,0.3176,4
LSRG,S1_MeanRev,hourly,B,v2_sqrtN,0.524,0.3176,4
LSRG,S1_MeanRev,hourly,B,v3_div9,-0.43,-0.1595,4
LSRG,S1_MeanRev,hourly,B,v4_realized,0.1804,0.1457,4
LSRG,S1_MeanRev,hourly,C,v1_sqrt9,0.359,0.5562,4
LSRG,S1_MeanRev,hourly,C,v2_sqrtN,0.359,0.5562,4
LSRG,S1_MeanRev,hourly,C,v3_div9,0.359,0.5562,4
LSRG,S1_MeanRev,hourly,C,v4_realized,0.6752,0.5579,4
LSRG,S1_MeanRev,hourly,D,v1_sqrt9,0.4674,0.1088,4
LSRG,S1_MeanRev,hourly,D,v2_sqrtN,0.4674,0.1088,4
LSRG,S1_MeanRev,hourly,D,v3_div9,0.4674,0.1088,4
LSRG,S1_MeanRev,hourly,D,v4_realized,0.4564,0.1207,4
LSRG,S1_MeanRev,hourly,E,v1_sqrt9,0.6852,0.7193,4
LSRG,S1_MeanRev,hourly,E,v2_sqrtN,0.6852,0.7193,4
LSRG,S1_MeanRev,hourly,E,v3_div9,0.6852,0.7193,4
LSRG,S1_MeanRev,hourly,E,v4_realized,0.6856,0.5631,4
LSRG,S1_MeanRev,hourly,F,v1_sqrt9,0.3242,0.539,4
LSRG,S1_MeanRev,hourly,F,v2_sqrtN,0.3242,0.539,4
LSRG,S1_MeanRev,hourly,F,v3_div9,0.3242,0.539,4
LSRG,S1_MeanRev,hourly,F,v4_realized,0.6752,0.5579,4
LSRG,S1_MeanRev,hourly,G,v1_sqrt9,0.6794,0.7166,4
LSRG,S1_MeanRev,hourly,G,v2_sqrtN,0.6794,0.7166,4
LSRG,S1_MeanRev,hourly,G,v3_div9,0.6794,0.7166,4
LSRG,S1_MeanRev,hourly,G,v4_realized,0.6856,0.5631,4
LSRG,S2_Bollinger,daily,A,daily,0.6509,0.5587,6
LSRG,S2_Bollinger,daily,B,daily,1.0942,0.9898,4
LSRG,S2_Bollinger,daily,C,daily,1.0317,0.4538,4
LSRG,S2_Bollinger,daily,D,daily,0.8354,0.8782,4
LSRG,S2_Bollinger,daily,E,daily,0.7216,0.4338,4
LSRG,S2_Bollinger,daily,F,daily,1.0517,0.4618,4
LSRG,S2_Bollinger,daily,G,daily,0.7268,0.4364,4
LSRG,S2_Bollinger,hourly,A,v1_sqrt9,-0.5831,-0.4087,6
LSRG,S2_Bollinger,hourly,B,v1_sqrt9,-0.1916,-0.0403,4
LSRG,S2_Bollinger,hourly,B,v2_sqrtN,-0.1916,-0.0403,4
LSRG,S2_Bollinger,hourly,B,v3_div9,-0.5569,-0.2229,4
LSRG,S2_Bollinger,hourly,B,v4_realized,-0.093,0.009,4
LSRG,S2_Bollinger,hourly,C,v1_sqrt9,0.359,0.5562,4
LSRG,S2_Bollinger,hourly,C,v2_sqrtN,0.359,0.5562,4
LSRG,S2_Bollinger,hourly,C,v3_div9,0.359,0.5562,4
LSRG,S2_Bollinger,hourly,C,v4_realized,0.4248,0.199,4
LSRG,S2_Bollinger,hourly,D,v1_sqrt9,-0.196,-0.2229,4
LSRG,S2_Bollinger,hourly,D,v2_sqrtN,-0.196,-0.2229,4
LSRG,S2_Bollinger,hourly,D,v3_div9,-0.2791,-0.2644,4
LSRG,S2_Bollinger,hourly,D,v4_realized,-0.2613,-0.2382,4
LSRG,S2_Bollinger,hourly,E,v1_sqrt9,0.6852,0.7193,4
LSRG,S2_Bollinger,hourly,E,v2_sqrtN,0.6852,0.7193,4
LSRG,S2_Bollinger,hourly,E,v3_div9,0.6852,0.7193,4
LSRG,S2_Bollinger,hourly,E,v4_realized,0.4122,0.4264,4
LSRG,S2_Bollinger,hourly,F,v1_sqrt9,0.3242,0.539,4
LSRG,S2_Bollinger,hourly,F,v2_sqrtN,0.3242,0.539,4
LSRG,S2_Bollinger,hourly,F,v3_div9,0.3242,0.539,4
LSRG,S2_Bollinger,hourly,F,v4_realized,0.4248,0.199,4
LSRG,S2_Bollinger,hourly,G,v1_sqrt9,0.6794,0.7166,4
LSRG,S2_Bollinger,hourly,G,v2_sqrtN,0.6794,0.7166,4
LSRG,S2_Bollinger,hourly,G,v3_div9,0.6794,0.7166,4
LSRG,S2_Bollinger,hourly,G,v4_realized,0.4122,0.4264,4
LSRG,S3_Donchian,daily,A,daily,0.1451,0.414,6
LSRG,S3_Donchian,daily,B,daily,-0.3359,0.0549,4
LSRG,S3_Donchian,daily,C,daily,0.0794,0.2353,4
LSRG,S3_Donchian,daily,D,daily,-0.3244,-0.1349,4
LSRG,S3_Donchian,daily,E,daily,0.207,0.477,4
LSRG,S3_Donchian,daily,F,daily,0.4634,0.524,4
LSRG,S3_Donchian,daily,G,daily,0.5477,0.7118,4
LSRG,S3_Donchian,hourly,A,v1_sqrt9,-0.0275,0.0064,6
LSRG,S3_Donchian,hourly,B,v1_sqrt9,0.6604,0.4057,4
LSRG,S3_Donchian,hourly,B,v2_sqrtN,0.6604,0.4057,4
LSRG,S3_Donchian,hourly,B,v3_div9,-1.1116,-0.983,4
LSRG,S3_Donchian,hourly,B,v4_realized,-1.485,-1.3368,4
LSRG,S3_Donchian,hourly,C,v1_sqrt9,0.7672,0.7406,4
LSRG,S3_Donchian,hourly,C,v2_sqrtN,0.7672,0.7406,4
LSRG,S3_Donchian,hourly,C,v3_div9,0.7672,0.7406,4
LSRG,S3_Donchian,hourly,C,v4_realized,-0.4164,-0.2802,4
LSRG,S3_Donchian,hourly,D,v1_sqrt9,-0.0275,-0.0448,4
LSRG,S3_Donchian,hourly,D,v2_sqrtN,-0.0275,-0.0448,4
LSRG,S3_Donchian,hourly,D,v3_div9,-0.0275,-0.0381,4
LSRG,S3_Donchian,hourly,D,v4_realized,0.0852,0.1204,4
LSRG,S3_Donchian,hourly,E,v1_sqrt9,0.6789,0.7726,4
LSRG,S3_Donchian,hourly,E,v2_sqrtN,0.6789,0.7726,4
LSRG,S3_Donchian,hourly,E,v3_div9,0.3136,0.173,4
LSRG,S3_Donchian,hourly,E,v4_realized,-1.485,-1.3354,4
LSRG,S3_Donchian,hourly,F,v1_sqrt9,0.7781,0.7546,4
LSRG,S3_Donchian,hourly,F,v2_sqrtN,0.7781,0.7546,4
LSRG,S3_Donchian,hourly,F,v3_div9,0.7781,0.7605,4
LSRG,S3_Donchian,hourly,F,v4_realized,-0.3045,-0.1391,4
LSRG,S3_Donchian,hourly,G,v1_sqrt9,0.6789,0.7614,4
LSRG,S3_Donchian,hourly,G,v2_sqrtN,0.6789,0.7614,4
LSRG,S3_Donchian,hourly,G,v3_div9,0.3541,0.1863,4
LSRG,S3_Donchian,hourly,G,v4_realized,-1.0987,-1.3552,4
LSRG,S4_Supertrend,daily,A,daily,0.28,0.1864,6
LSRG,S4_Supertrend,daily,B,daily,0.2977,0.2829,4
LSRG,S4_Supertrend,daily,C,daily,0.6028,0.3758,4
LSRG,S4_Supertrend,daily,D,daily,0.1047,0.0608,4
LSRG,S4_Supertrend,daily,E,daily,0.6714,0.4917,4
LSRG,S4_Supertrend,daily,F,daily,0.7857,0.4723,4
LSRG,S4_Supertrend,daily,G,daily,0.8296,0.6004,4
LSRG,S4_Supertrend,hourly,A,v1_sqrt9,-0.2939,-0.1113,6
LSRG,S4_Supertrend,hourly,B,v1_sqrt9,0.1997,0.281,4
LSRG,S4_Supertrend,hourly,B,v2_sqrtN,0.1997,0.281,4
LSRG,S4_Supertrend,hourly,B,v3_div9,-0.7244,-0.8498,4
LSRG,S4_Supertrend,hourly,B,v4_realized,-0.5257,-0.3954,4
LSRG,S4_Supertrend,hourly,C,v1_sqrt9,1.3819,1.3123,4
LSRG,S4_Supertrend,hourly,C,v2_sqrtN,1.3819,1.3123,4
LSRG,S4_Supertrend,hourly,C,v3_div9,1.3819,1.3123,4
LSRG,S4_Supertrend,hourly,C,v4_realized,-0.4141,-0.0311,4
LSRG,S4_Supertrend,hourly,D,v1_sqrt9,-0.3827,-0.0448,4
LSRG,S4_Supertrend,hourly,D,v2_sqrtN,-0.3827,-0.0448,4
LSRG,S4_Supertrend,hourly,D,v3_div9,-0.3827,-0.0485,4
LSRG,S4_Supertrend,hourly,D,v4_realized,-0.21,0.1119,4
LSRG,S4_Supertrend,hourly,E,v1_sqrt9,1.1289,1.1129,4
LSRG,S4_Supertrend,hourly,E,v2_sqrtN,1.1289,1.1129,4
LSRG,S4_Supertrend,hourly,E,v3_div9,0.8201,0.6406,4
LSRG,S4_Supertrend,hourly,E,v4_realized,-0.5202,-0.3524,4
LSRG,S4_Supertrend,hourly,F,v1_sqrt9,1.3819,1.3317,4
LSRG,S4_Supertrend,hourly,F,v2_sqrtN,1.3819,1.3317,4
LSRG,S4_Supertrend,hourly,F,v3_div9,1.3819,1.3317,4
LSRG,S4_Supertrend,hourly,F,v4_realized,-0.1408,0.1959,4
LSRG,S4_Supertrend,hourly,G,v1_sqrt9,1.1289,1.1291,4
LSRG,S4_Supertrend,hourly,G,v2_sqrtN,1.1289,1.1291,4
LSRG,S4_Supertrend,hourly,G,v3_div9,0.8201,0.6506,4
LSRG,S4_Supertrend,hourly,G,v4_realized,-0.1564,-0.1389,4
