ticker,strategy,timeframe,approach,sigma_variant,sharpe_median,sharpe_mean,n_obs
AFLT,S1_MeanRev,daily,A,daily,0.3354,0.2225,6
AFLT,S1_MeanRev,daily,B,daily,1.1036,1.0606,4
AFLT,S1_MeanRev,daily,C,daily,1.4867,1.1542,4
AFLT,S1_MeanRev,daily,D,daily,1.3514,0.9456,4
AFLT,S1_MeanRev,daily,E,daily,1.4876,1.1106,4
AFLT,S1_MeanRev,daily,F,daily,1.4867,1.1542,4
AFLT,S1_MeanRev,daily,G,daily,1.4876,1.1106,4
AFLT,S1_MeanRev,hourly,A,v1_sqrt9,0.4998,0.4047,6
AFLT,S1_MeanRev,hourly,B,v1_sqrt9,0.3848,0.3612,4
AFLT,S1_MeanRev,hourly,B,v2_sqrtN,0.3848,0.3612,4
AFLT,S1_MeanRev,hourly,B,v3_div9,-0.1236,-0.1348,4
AFLT,S1_MeanRev,hourly,B,v4_realized,0.1578,-0.0011,4
AFLT,S1_MeanRev,hourly,C,v1_sqrt9,0.9442,0.7988,4
AFLT,S1_MeanRev,hourly,C,v2_sqrtN,0.9442,0.7988,4
AFLT,S1_MeanRev,hourly,C,v3_div9,0.9442,0.7988,4
AFLT,S1_MeanRev,hourly,C,v4_realized,0.495,0.6258,4
AFLT,S1_MeanRev,hourly,D,v1_sqrt9,0.5499,0.4717,4
AFLT,S1_MeanRev,hourly,D,v2_sqrtN,0.5499,0.4717,4
AFLT,S1_MeanRev,hourly,D,v3_div9,0.5499,0.4717,4
AFLT,S1_MeanRev,hourly,D,v4_realized,0.4998,0.4466,4
AFLT,S1_MeanRev,hourly,E,v1_sqrt9,0.88,0.6791,4
AFLT,S1_MeanRev,hourly,E,v2_sqrtN,0.88,0.6791,4
AFLT,S1_MeanRev,hourly,E,v3_div9,0.1007,0.2695,4
AFLT,S1_MeanRev,hourly,E,v4_realized,0.1578,0.1351,4
AFLT,S1_MeanRev,hourly,F,v1_sqrt9,0.9568,0.8051,4
AFLT,S1_MeanRev,hourly,F,v2_sqrtN,0.9568,0.8051,4
AFLT,S1_MeanRev,hourly,F,v3_div9,0.9568,0.8051,4
AFLT,S1_MeanRev,hourly,F,v4_realized,0.495,0.6258,4
AFLT,S1_MeanRev,hourly,G,v1_sqrt9,0.8849,0.6816,4
AFLT,S1_MeanRev,hourly,G,v2_sqrtN,0.8849,0.6816,4
AFLT,S1_MeanRev,hourly,G,v3_div9,0.1114,0.273,4
AFLT,S1_MeanRev,hourly,G,v4_realized,0.1578,0.1351,4
AFLT,S2_Bollinger,daily,A,daily,-0.2762,-0.0175,6
AFLT,S2_Bollinger,daily,B,daily,1.2344,0.9465,4
AFLT,S2_Bollinger,daily,C,daily,0.6902,0.7053,4
AFLT,S2_Bollinger,daily,D,daily,0.7531,0.6618,4
AFLT,S2_Bollinger,daily,E,daily,0.4289,0.6132,4
AFLT,S2_Bollinger,daily,F,daily,0.6902,0.7053,4
AFLT,S2_Bollinger,daily,G,daily,0.4289,0.6132,4
AFLT,S2_Bollinger,hourly,A,v1_sqrt9,0.5666,0.6448,6
AFLT,S2_Bollinger,hourly,B,v1_sqrt9,0.5954,0.4945,4
AFLT,S2_Bollinger,hourly,B,v2_sqrtN,0.5954,0.4945,4
AFLT,S2_Bollinger,hourly,B,v3_div9,-0.1236,-0.1613,4
AFLT,S2_Bollinger,hourly,B,v4_realized,0.3237,0.1718,4
AFLT,S2_Bollinger,hourly,C,v1_sqrt9,0.9004,0.7769,4
AFLT,S2_Bollinger,hourly,C,v2_sqrtN,0.9004,0.7769,4
AFLT,S2_Bollinger,hourly,C,v3_div9,0.9004,0.7769,4
AFLT,S2_Bollinger,hourly,C,v4_realized,0.4681,0.4947,4
AFLT,S2_Bollinger,hourly,D,v1_sqrt9,0.6043,0.4989,4
AFLT,S2_Bollinger,hourly,D,v2_sqrtN,0.6043,0.4989,4
AFLT,S2_Bollinger,hourly,D,v3_div9,0.6043,0.4989,4
AFLT,S2_Bollinger,hourly,D,v4_realized,0.5666,0.48,4
AFLT,S2_Bollinger,hourly,E,v1_sqrt9,0.7839,0.7186,4
AFLT,S2_Bollinger,hourly,E,v2_sqrtN,0.7839,0.7186,4
AFLT,S2_Bollinger,hourly,E,v3_div9,0.1007,0.2214,4
AFLT,S2_Bollinger,hourly,E,v4_realized,0.4418,0.2308,4
AFLT,S2_Bollinger,hourly,F,v1_sqrt9,0.9014,0.7774,4
AFLT,S2_Bollinger,hourly,F,v2_sqrtN,0.9014,0.7774,4
AFLT,S2_Bollinger,hourly,F,v3_div9,0.9014,0.7774,4
AFLT,S2_Bollinger,hourly,F,v4_realized,0.4681,0.4947,4
AFLT,S2_Bollinger,hourly,G,v1_sqrt9,0.774,0.7137,4
AFLT,S2_Bollinger,hourly,G,v2_sqrtN,0.774,0.7137,4
AFLT,S2_Bollinger,hourly,G,v3_div9,0.1114,0.2176,4
AFLT,S2_Bollinger,hourly,G,v4_realized,0.4418,0.2308,4
AFLT,S3_Donchian,daily,A,daily,0.3494,0.5061,6
AFLT,S3_Donchian,daily,B,daily,0.3993,0.1783,4
AFLT,S3_Donchian,daily,C,daily,0.6635,0.6824,4
AFLT,S3_Donchian,daily,D,daily,0.3494,0.3688,4
AFLT,S3_Donchian,daily,E,daily,0.0725,0.0595,4
AFLT,S3_Donchian,daily,F,daily,0.631,0.6662,4
AFLT,S3_Donchian,daily,G,daily,0.1235,0.0851,4
AFLT,S3_Donchian,hourly,A,v1_sqrt9,0.4145,0.3473,6
AFLT,S3_Donchian,hourly,B,v1_sqrt9,-0.0312,-0.1354,4
AFLT,S3_Donchian,hourly,B,v2_sqrtN,-0.0312,-0.1354,4
AFLT,S3_Donchian,hourly,B,v3_div9,-0.9729,-1.2341,4
AFLT,S3_Donchian,hourly,B,v4_realized,-0.9507,-0.841,4
AFLT,S3_Donchian,hourly,C,v1_sqrt9,0.5963,0.6934,4
AFLT,S3_Donchian,hourly,C,v2_sqrtN,0.8584,0.9747,4
AFLT,S3_Donchian,hourly,C,v3_div9,0.5963,0.6934,4
AFLT,S3_Donchian,hourly,C,v4_realized,0.0087,-0.2178,4
AFLT,S3_Donchian,hourly,D,v1_sqrt9,0.417,0.2134,4
AFLT,S3_Donchian,hourly,D,v2_sqrtN,0.4145,0.2122,4
AFLT,S3_Donchian,hourly,D,v3_div9,0.4145,0.2122,4
AFLT,S3_Donchian,hourly,D,v4_realized,0.4464,0.416,4
AFLT,S3_Donchian,hourly,E,v1_sqrt9,0.7173,0.8467,4
AFLT,S3_Donchian,hourly,E,v2_sqrtN,0.9557,0.8622,4
AFLT,S3_Donchian,hourly,E,v3_div9,0.8557,0.8912,4
AFLT,S3_Donchian,hourly,E,v4_realized,-1.0798,-0.8792,4
AFLT,S3_Donchian,hourly,F,v1_sqrt9,0.6222,0.7083,4
AFLT,S3_Donchian,hourly,F,v2_sqrtN,0.8585,0.978,4
AFLT,S3_Donchian,hourly,F,v3_div9,0.6222,0.7063,4
AFLT,S3_Donchian,hourly,F,v4_realized,-0.0206,-0.0146,4
AFLT,S3_Donchian,hourly,G,v1_sqrt9,0.7408,0.8605,4
AFLT,S3_Donchian,hourly,G,v2_sqrtN,0.9558,0.8687,4
AFLT,S3_Donchian,hourly,G,v3_div9,0.8734,0.9,4
AFLT,S3_Donchian,hourly,G,v4_realized,-1.1309,-0.5206,4
AFLT,S4_Supertrend,daily,A,daily,0.6573,0.4731,6
AFLT,S4_Supertrend,daily,B,daily,0.87,0.8934,4
AFLT,S4_Supertrend,daily,C,daily,1.557,1.5604,4
AFLT,S4_Supertrend,daily,D,daily,0.6573,0.4247,4
AFLT,S4_Supertrend,daily,E,daily,1.0056,0.9389,4
AFLT,S4_Supertrend,daily,F,daily,1.557,1.5604,4
AFLT,S4_Supertrend,daily,G,daily,1.0056,0.9389,4
AFLT,S4_Supertrend,hourly,A,v1_sqrt9,0.1792,0.1605,6
AFLT,S4_Supertrend,hourly,B,v1_sqrt9,0.6306,0.4123,4
AFLT,S4_Supertrend,hourly,B,v2_sqrtN,0.6306,0.4123,4
AFLT,S4_Supertrend,hourly,B,v3_div9,-1.375,-1.3898,4
AFLT,S4_Supertrend,hourly,B,v4_realized,-0.4682,-0.8415,4
AFLT,S4_Supertrend,hourly,C,v1_sqrt9,1.4225,1.4191,4
AFLT,S4_Supertrend,hourly,C,v2_sqrtN,1.514,1.3802,4
AFLT,S4_Supertrend,hourly,C,v3_div9,1.4225,1.4191,4
AFLT,S4_Supertrend,hourly,C,v4_realized,0.1264,-0.3592,4
AFLT,S4_Supertrend,hourly,D,v1_sqrt9,0.0403,-0.0279,4
AFLT,S4_Supertrend,hourly,D,v2_sqrtN,0.0403,-0.0279,4
AFLT,S4_Supertrend,hourly,D,v3_div9,0.0406,-0.0469,4
AFLT,S4_Supertrend,hourly,D,v4_realized,0.043,-0.019,4
AFLT,S4_Supertrend,hourly,E,v1_sqrt9,1.841,1.5446,4
AFLT,S4_Supertrend,hourly,E,v2_sqrtN,1.9796,1.5276,4
AFLT,S4_Supertrend,hourly,E,v3_div9,0.7444,0.2192,4
AFLT,S4_Supertrend,hourly,E,v4_realized,-0.5052,-0.7657,4
AFLT,S4_Supertrend,hourly,F,v1_sqrt9,1.4225,1.4235,4
AFLT,S4_Supertrend,hourly,F,v2_sqrtN,1.514,1.3845,4
AFLT,S4_Supertrend,hourly,F,v3_div9,1.4225,1.4191,4
AFLT,S4_Supertrend,hourly,F,v4_realized,0.13,-0.3277,4
AFLT,S4_Supertrend,hourly,G,v1_sqrt9,1.841,1.5526,4
AFLT,S4_Supertrend,hourly,G,v2_sqrtN,1.9796,1.5356,4
AFLT,S4_Supertrend,hourly,G,v3_div9,0.7444,0.2192,4
AFLT,S4_Supertrend,hourly,G,v4_realized,-0.3716,-0.696,4
AFLT,S5_PivotPoints,daily,A,daily,-0.2619,-0.3156,6
AFLT,S5_PivotPoints,daily,B,daily,-0.1314,-0.1404,4
AFLT,S5_PivotPoints,daily,C,daily,0.0,-0.0798,4
AFLT,S5_PivotPoints,daily,D,daily,-0.3294,-0.3402,4
AFLT,S5_PivotPoints,daily,E,daily,0.0,-0.0798,4
AFLT,S5_PivotPoints,daily,F,daily,0.0,-0.0798,4
AFLT,S5_PivotPoints,daily,G,daily,0.0,-0.0798,4
AFLT,S5_PivotPoints,hourly,A,v1_sqrt9,-0.5327,-0.7818,6
AFLT,S5_PivotPoints,hourly,B,v1_sqrt9,-0.8434,-0.7233,4
AFLT,S5_PivotPoints,hourly,B,v2_sqrtN,-0.8434,-0.7233,4
AFLT,S5_PivotPoints,hourly,B,v3_div9,-0.7176,-0.8075,4
AFLT,S5_PivotPoints,hourly,B,v4_realized,-0.4571,-0.8282,4
AFLT,S5_PivotPoints,hourly,C,v1_sqrt9,-0.8735,-0.5025,4
AFLT,S5_PivotPoints,hourly,C,v2_sqrtN,-0.8735,-0.5025,4
AFLT,S5_PivotPoints,hourly,C,v3_div9,-0.8735,-0.5025,4
AFLT,S5_PivotPoints,hourly,C,v4_realized,-0.3501,-0.7985,4
AFLT,S5_PivotPoints,hourly,D,v1_sqrt9,-1.2438,-1.2507,4
AFLT,S5_PivotPoints,hourly,D,v2_sqrtN,-1.2438,-1.2507,4
AFLT,S5_PivotPoints,hourly,D,v3_div9,-1.2438,-1.2507,4
AFLT,S5_PivotPoints,hourly,D,v4_realized,-1.2552,-1.2862,4
AFLT,S5_PivotPoints,hourly,E,v1_sqrt9,-0.713,-0.6586,4
AFLT,S5_PivotPoints,hourly,E,v2_sqrtN,-0.713,-0.6586,4
AFLT,S5_PivotPoints,hourly,E,v3_div9,-1.4888,-1.0818,4
AFLT,S5_PivotPoints,hourly,E,v4_realized,-0.3834,-0.7364,4
AFLT,S5_PivotPoints,hourly,F,v1_sqrt9,-0.8416,-0.4873,4
AFLT,S5_PivotPoints,hourly,F,v2_sqrtN,-0.8416,-0.4873,4
AFLT,S5_PivotPoints,hourly,F,v3_div9,-0.8416,-0.4873,4
AFLT,S5_PivotPoints,hourly,F,v4_realized,-0.3501,-0.7985,4
AFLT,S5_PivotPoints,hourly,G,v1_sqrt9,-0.7115,-0.6587,4
AFLT,S5_PivotPoints,hourly,G,v2_sqrtN,-0.7115,-0.6587,4
AFLT,S5_PivotPoints,hourly,G,v3_div9,-1.5059,-1.0921,4
AFLT,S5_PivotPoints,hourly,G,v4_realized,-0.3834,-0.7364,4
AFLT,S6_VWAP,daily,A,daily,-0.6138,-0.4782,6
AFLT,S6_VWAP,daily,B,daily,-0.1263,-0.1452,4
AFLT,S6_VWAP,daily,C,daily,0.0,0.367,4
AFLT,S6_VWAP,daily,D,daily,-0.0396,-0.172,4
AFLT,S6_VWAP,daily,E,daily,0.0,0.367,4
AFLT,S6_VWAP,daily,F,daily,0.0,0.3672,4
AFLT,S6_VWAP,daily,G,daily,0.0,0.3672,4
AFLT,S6_VWAP,hourly,A,v1_sqrt9,-0.5753,-0.8014,6
AFLT,S6_VWAP,hourly,B,v1_sqrt9,-0.475,-0.5727,4
AFLT,S6_VWAP,hourly,B,v2_sqrtN,-0.475,-0.5727,4
AFLT,S6_VWAP,hourly,B,v3_div9,-0.3538,-0.7867,4
AFLT,S6_VWAP,hourly,B,v4_realized,-0.3968,-0.5561,4
AFLT,S6_VWAP,hourly,C,v1_sqrt9,0.5042,0.484,4
AFLT,S6_VWAP,hourly,C,v2_sqrtN,0.5042,0.484,4
AFLT,S6_VWAP,hourly,C,v3_div9,0.5042,0.484,4
AFLT,S6_VWAP,hourly,C,v4_realized,0.6412,0.2869,4
AFLT,S6_VWAP,hourly,D,v1_sqrt9,-0.4031,-0.8448,4
AFLT,S6_VWAP,hourly,D,v2_sqrtN,-0.4031,-0.8448,4
AFLT,S6_VWAP,hourly,D,v3_div9,-0.4031,-0.8448,4
AFLT,S6_VWAP,hourly,D,v4_realized,-0.3838,-0.8492,4
AFLT,S6_VWAP,hourly,E,v1_sqrt9,0.3366,0.3374,4
AFLT,S6_VWAP,hourly,E,v2_sqrtN,0.3366,0.3374,4
AFLT,S6_VWAP,hourly,E,v3_div9,0.0367,0.2502,4
AFLT,S6_VWAP,hourly,E,v4_realized,-0.1353,-0.1313,4
AFLT,S6_VWAP,hourly,F,v1_sqrt9,0.5178,0.4685,4
AFLT,S6_VWAP,hourly,F,v2_sqrtN,0.5178,0.4685,4
AFLT,S6_VWAP,hourly,F,v3_div9,0.5178,0.4685,4
AFLT,S6_VWAP,hourly,F,v4_realized,0.6412,0.2869,4
AFLT,S6_VWAP,hourly,G,v1_sqrt9,0.346,0.3199,4
AFLT,S6_VWAP,hourly,G,v2_sqrtN,0.346,0.3199,4
AFLT,S6_VWAP,hourly,G,v3_div9,0.0396,0.2294,4
AFLT,S6_VWAP,hourly,G,v4_realized,-0.1353,-0.1313,4
ALRS,S1_MeanRev,daily,A,daily,0.0129,-0.1223,6
ALRS,S1_MeanRev,daily,B,daily,-0.229,0.0831,4
ALRS,S1_MeanRev,daily,C,daily,0.2552,0.0127,4
ALRS,S1_MeanRev,daily,D,daily,-0.3962,-0.3917,4
ALRS,S1_MeanRev,daily,E,daily,0.312,0.5575,4
ALRS,S1_MeanRev,daily,F,daily,0.2552,0.0116,4
ALRS,S1_MeanRev,daily,G,daily,0.312,0.5575,4
ALRS,S1_MeanRev,hourly,A,v1_sqrt9,0.4622,0.406,6
ALRS,S1_MeanRev,hourly,B,v1_sqrt9,0.9215,0.7828,4
ALRS,S1_MeanRev,hourly,B,v2_sqrtN,0.9215,0.7828,4
ALRS,S1_MeanRev,hourly,B,v3_div9,0.9215,0.8158,4
ALRS,S1_MeanRev,hourly,B,v4_realized,0.9215,0.6998,4
ALRS,S1_MeanRev,hourly,C,v1_sqrt9,0.8828,0.8231,4
ALRS,S1_MeanRev,hourly,C,v2_sqrtN,0.8828,0.8231,4
ALRS,S1_MeanRev,hourly,C,v3_div9,0.8828,0.8231,4
ALRS,S1_MeanRev,hourly,C,v4_realized,0.9991,0.6915,4
ALRS,S1_MeanRev,hourly,D,v1_sqrt9,0.8239,0.7293,4
ALRS,S1_MeanRev,hourly,D,v2_sqrtN,0.8239,0.7293,4
ALRS,S1_MeanRev,hourly,D,v3_div9,0.8239,0.7293,4
ALRS,S1_MeanRev,hourly,D,v4_realized,0.8584,0.7624,4
ALRS,S1_MeanRev,hourly,E,v1_sqrt9,0.8424,0.8993,4
ALRS,S1_MeanRev,hourly,E,v2_sqrtN,0.8424,0.8993,4
ALRS,S1_MeanRev,hourly,E,v3_div9,0.8424,0.9324,4
ALRS,S1_MeanRev,hourly,E,v4_realized,0.9606,0.538,4
ALRS,S1_MeanRev,hourly,F,v1_sqrt9,0.9066,0.8274,4
ALRS,S1_MeanRev,hourly,F,v2_sqrtN,0.9066,0.8274,4
ALRS,S1_MeanRev,hourly,F,v3_div9,0.9066,0.8274,4
ALRS,S1_MeanRev,hourly,F,v4_realized,1.0026,0.6938,4
ALRS,S1_MeanRev,hourly,G,v1_sqrt9,0.855,0.8952,4
ALRS,S1_MeanRev,hourly,G,v2_sqrtN,0.855,0.8952,4
ALRS,S1_MeanRev,hourly,G,v3_div9,0.855,0.9162,4
ALRS,S1_MeanRev,hourly,G,v4_realized,0.9606,0.5404,4
ALRS,S2_Bollinger,daily,A,daily,0.113,0.0612,6
ALRS,S2_Bollinger,daily,B,daily,0.141,0.2727,4
ALRS,S2_Bollinger,daily,C,daily,-0.2544,-0.0958,4
ALRS,S2_Bollinger,daily,D,daily,-0.0436,-0.2932,4
ALRS,S2_Bollinger,daily,E,daily,0.0463,0.1912,4
ALRS,S2_Bollinger,daily,F,daily,-0.2544,-0.097,4
ALRS,S2_Bollinger,daily,G,daily,0.0463,0.1912,4
ALRS,S2_Bollinger,hourly,A,v1_sqrt9,0.4246,0.3711,6
ALRS,S2_Bollinger,hourly,B,v1_sqrt9,0.7708,0.7977,4
ALRS,S2_Bollinger,hourly,B,v2_sqrtN,0.7708,0.7977,4
ALRS,S2_Bollinger,hourly,B,v3_div9,0.9215,0.8158,4
ALRS,S2_Bollinger,hourly,B,v4_realized,0.9215,0.6998,4
ALRS,S2_Bollinger,hourly,C,v1_sqrt9,0.917,0.7644,4
ALRS,S2_Bollinger,hourly,C,v2_sqrtN,0.917,0.7644,4
ALRS,S2_Bollinger,hourly,C,v3_div9,0.917,0.7644,4
ALRS,S2_Bollinger,hourly,C,v4_realized,0.9606,0.6705,4
ALRS,S2_Bollinger,hourly,D,v1_sqrt9,0.9103,0.7086,4
ALRS,S2_Bollinger,hourly,D,v2_sqrtN,0.9103,0.7086,4
ALRS,S2_Bollinger,hourly,D,v3_div9,0.9103,0.7086,4
ALRS,S2_Bollinger,hourly,D,v4_realized,0.9088,0.7189,4
ALRS,S2_Bollinger,hourly,E,v1_sqrt9,0.7708,0.8505,4
ALRS,S2_Bollinger,hourly,E,v2_sqrtN,0.7708,0.8505,4
ALRS,S2_Bollinger,hourly,E,v3_div9,0.9215,0.972,4
ALRS,S2_Bollinger,hourly,E,v4_realized,0.9606,0.538,4
ALRS,S2_Bollinger,hourly,F,v1_sqrt9,0.9103,0.7638,4
ALRS,S2_Bollinger,hourly,F,v2_sqrtN,0.9103,0.7638,4
ALRS,S2_Bollinger,hourly,F,v3_div9,0.9103,0.7638,4
ALRS,S2_Bollinger,hourly,F,v4_realized,0.9606,0.6728,4
ALRS,S2_Bollinger,hourly,G,v1_sqrt9,0.7826,0.8572,4
ALRS,S2_Bollinger,hourly,G,v2_sqrtN,0.7826,0.8572,4
ALRS,S2_Bollinger,hourly,G,v3_div9,0.9103,0.9551,4
ALRS,S2_Bollinger,hourly,G,v4_realized,0.9606,0.5404,4
ALRS,S3_Donchian,daily,A,daily,0.6672,0.645,6
ALRS,S3_Donchian,daily,B,daily,0.68,0.6167,4
ALRS,S3_Donchian,daily,C,daily,1.188,0.8967,4
ALRS,S3_Donchian,daily,D,daily,0.8214,0.7055,4
ALRS,S3_Donchian,daily,E,daily,0.8736,0.8794,4
ALRS,S3_Donchian,daily,F,daily,1.6538,1.2182,4
ALRS,S3_Donchian,daily,G,daily,1.0916,1.064,4
ALRS,S3_Donchian,hourly,A,v1_sqrt9,-0.0565,-0.2218,6
ALRS,S3_Donchian,hourly,B,v1_sqrt9,-0.3754,-0.2659,4
ALRS,S3_Donchian,hourly,B,v2_sqrtN,-0.3754,-0.2659,4
ALRS,S3_Donchian,hourly,B,v3_div9,-1.6682,-1.3885,4
ALRS,S3_Donchian,hourly,B,v4_realized,-0.9544,-0.8831,4
ALRS,S3_Donchian,hourly,C,v1_sqrt9,0.3173,0.3327,4
ALRS,S3_Donchian,hourly,C,v2_sqrtN,0.3173,0.3327,4
ALRS,S3_Donchian,hourly,C,v3_div9,0.3173,0.3327,4
ALRS,S3_Donchian,hourly,C,v4_realized,-0.7246,-0.5194,4
ALRS,S3_Donchian,hourly,D,v1_sqrt9,-0.0565,-0.2326,4
ALRS,S3_Donchian,hourly,D,v2_sqrtN,-0.0565,-0.2326,4
ALRS,S3_Donchian,hourly,D,v3_div9,-0.0565,-0.2577,4
ALRS,S3_Donchian,hourly,D,v4_realized,0.058,-0.1745,4
ALRS,S3_Donchian,hourly,E,v1_sqrt9,-0.0469,-0.0338,4
ALRS,S3_Donchian,hourly,E,v2_sqrtN,-0.0469,-0.0338,4
ALRS,S3_Donchian,hourly,E,v3_div9,-1.0156,-0.934,4
ALRS,S3_Donchian,hourly,E,v4_realized,-0.8934,-0.8612,4
ALRS,S3_Donchian,hourly,F,v1_sqrt9,0.3173,0.3803,4
ALRS,S3_Donchian,hourly,F,v2_sqrtN,0.3173,0.3803,4
ALRS,S3_Donchian,hourly,F,v3_div9,0.3173,0.3327,4
ALRS,S3_Donchian,hourly,F,v4_realized,-0.6192,-0.4356,4
ALRS,S3_Donchian,hourly,G,v1_sqrt9,-0.0469,-0.0236,4
ALRS,S3_Donchian,hourly,G,v2_sqrtN,-0.0469,-0.0236,4
ALRS,S3_Donchian,hourly,G,v3_div9,-1.0156,-0.934,4
ALRS,S3_Donchian,hourly,G,v4_realized,-0.7428,-0.8229,4
ALRS,S4_Supertrend,daily,A,daily,0.9146,0.6844,6
ALRS,S4_Supertrend,daily,B,daily,1.088,0.6132,4
ALRS,S4_Supertrend,daily,C,daily,1.9966,1.642,4
ALRS,S4_Supertrend,daily,D,daily,0.936,0.9378,4
ALRS,S4_Supertrend,daily,E,daily,1.5636,1.028,4
ALRS,S4_Supertrend,daily,F,daily,2.1002,1.723,4
ALRS,S4_Supertrend,daily,G,daily,1.5818,1.0371,4
ALRS,S4_Supertrend,hourly,A,v1_sqrt9,0.3274,0.2309,6
ALRS,S4_Supertrend,hourly,B,v1_sqrt9,0.3355,0.4726,4
ALRS,S4_Supertrend,hourly,B,v2_sqrtN,0.3355,0.4726,4
ALRS,S4_Supertrend,hourly,B,v3_div9,0.6619,0.4676,4
ALRS,S4_Supertrend,hourly,B,v4_realized,0.6619,0.4676,4
ALRS,S4_Supertrend,hourly,C,v1_sqrt9,0.9425,0.4973,4
ALRS,S4_Supertrend,hourly,C,v2_sqrtN,0.9425,0.4973,4
ALRS,S4_Supertrend,hourly,C,v3_div9,0.9425,0.4973,4
ALRS,S4_Supertrend,hourly,C,v4_realized,-0.1922,-0.0444,4
ALRS,S4_Supertrend,hourly,D,v1_sqrt9,0.3274,0.1986,4
ALRS,S4_Supertrend,hourly,D,v2_sqrtN,0.3274,0.1986,4
ALRS,S4_Supertrend,hourly,D,v3_div9,0.3274,0.1875,4
ALRS,S4_Supertrend,hourly,D,v4_realized,0.3274,0.2214,4
ALRS,S4_Supertrend,hourly,E,v1_sqrt9,-0.1462,0.2338,4
ALRS,S4_Supertrend,hourly,E,v2_sqrtN,-0.1462,0.2338,4
ALRS,S4_Supertrend,hourly,E,v3_div9,0.1594,0.3124,4
ALRS,S4_Supertrend,hourly,E,v4_realized,0.6619,0.4676,4
ALRS,S4_Supertrend,hourly,F,v1_sqrt9,0.9425,0.5571,4
ALRS,S4_Supertrend,hourly,F,v2_sqrtN,0.9425,0.5571,4
ALRS,S4_Supertrend,hourly,F,v3_div9,0.9425,0.5228,4
ALRS,S4_Supertrend,hourly,F,v4_realized,-0.1922,0.0134,4
ALRS,S4_Supertrend,hourly,G,v1_sqrt9,-0.1462,0.3641,4
ALRS,S4_Supertrend,hourly,G,v2_sqrtN,-0.1462,0.3641,4
ALRS,S4_Supertrend,hourly,G,v3_div9,0.0728,0.2547,4
ALRS,S4_Supertrend,hourly,G,v4_realized,0.6619,0.4596,4
ALRS,S5_PivotPoints,daily,A,daily,0.6617,0.5657,6
ALRS,S5_PivotPoints,daily,B,daily,0.9139,0.8308,4
ALRS,S5_PivotPoints,daily,C,daily,1.0286,0.9027,4
ALRS,S5_PivotPoints,daily,D,daily,0.6764,0.7031,4
ALRS,S5_PivotPoints,daily,E,daily,1.0494,0.9131,4
ALRS,S5_PivotPoints,daily,F,daily,1.0434,0.9199,4
ALRS,S5_PivotPoints,daily,G,daily,1.0642,0.9303,4
ALRS,S5_PivotPoints,hourly,A,v1_sqrt9,-1.4333,-1.5772,6
ALRS,S5_PivotPoints,hourly,B,v1_sqrt9,-1.6509,-1.4587,4
ALRS,S5_PivotPoints,hourly,B,v2_sqrtN,-1.6509,-1.4587,4
ALRS,S5_PivotPoints,hourly,B,v3_div9,-1.6496,-1.7738,4
ALRS,S5_PivotPoints,hourly,B,v4_realized,-1.3828,-1.1864,4
ALRS,S5_PivotPoints,hourly,C,v1_sqrt9,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,C,v2_sqrtN,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,C,v3_div9,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,C,v4_realized,-0.9536,-0.8855,4
ALRS,S5_PivotPoints,hourly,D,v1_sqrt9,-1.7956,-1.6459,4
ALRS,S5_PivotPoints,hourly,D,v2_sqrtN,-1.7956,-1.6459,4
ALRS,S5_PivotPoints,hourly,D,v3_div9,-1.7956,-1.6459,4
ALRS,S5_PivotPoints,hourly,D,v4_realized,-1.8021,-1.6492,4
ALRS,S5_PivotPoints,hourly,E,v1_sqrt9,0.407,0.2414,4
ALRS,S5_PivotPoints,hourly,E,v2_sqrtN,0.407,0.2414,4
ALRS,S5_PivotPoints,hourly,E,v3_div9,0.767,0.5775,4
ALRS,S5_PivotPoints,hourly,E,v4_realized,-0.9476,-1.08,4
ALRS,S5_PivotPoints,hourly,F,v1_sqrt9,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,F,v2_sqrtN,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,F,v3_div9,0.6497,0.4752,4
ALRS,S5_PivotPoints,hourly,F,v4_realized,-0.9536,-0.8855,4
ALRS,S5_PivotPoints,hourly,G,v1_sqrt9,0.407,0.2414,4
ALRS,S5_PivotPoints,hourly,G,v2_sqrtN,0.407,0.2414,4
ALRS,S5_PivotPoints,hourly,G,v3_div9,0.767,0.5775,4
ALRS,S5_PivotPoints,hourly,G,v4_realized,-0.9476,-1.08,4
ALRS,S6_VWAP,daily,A,daily,0.5016,0.5543,6
ALRS,S6_VWAP,daily,B,daily,0.5016,0.5507,4
ALRS,S6_VWAP,daily,C,daily,0.5016,0.5735,4
ALRS,S6_VWAP,daily,D,daily,0.5018,0.5317,4
ALRS,S6_VWAP,daily,E,daily,0.4472,0.4744,4
ALRS,S6_VWAP,daily,F,daily,0.5018,0.5735,4
ALRS,S6_VWAP,daily,G,daily,0.4472,0.4744,4
ALRS,S6_VWAP,hourly,A,v1_sqrt9,-1.2313,-1.0702,6
ALRS,S6_VWAP,hourly,B,v1_sqrt9,-0.7188,-0.6242,4
ALRS,S6_VWAP,hourly,B,v2_sqrtN,-0.7188,-0.6242,4
