sharpe,ann_ret_pct,ann_vol_pct,max_dd_pct,exposure_pct,n_trades,win_rate_pct,year,approach,strategy,timeframe,ticker,commission
-0.1911,-0.32,1.65,-1.65,0.34,2,50.0,2022,A,S1_MeanRev,hourly,OGKB,10bps
-0.2734,-0.71,2.58,-3.11,1.4,6,50.0,2023,A,S1_MeanRev,hourly,OGKB,10bps
-1.2155,-7.26,5.97,-8.79,3.0,11,54.5,2024,A,S1_MeanRev,hourly,OGKB,10bps
-1.7167,-4.9,2.85,-7.73,0.78,6,33.3,2025,A,S1_MeanRev,hourly,OGKB,10bps
1.7652,2.93,1.66,-0.1,0.19,2,100.0,2022,B,S1_MeanRev,hourly,OGKB,10bps
-0.2107,-0.51,2.43,-3.0,1.18,5,20.0,2023,B,S1_MeanRev,hourly,OGKB,10bps
-1.087,-4.29,3.95,-5.2,1.78,11,36.4,2024,B,S1_MeanRev,hourly,OGKB,10bps
-1.0518,-18.82,17.89,-24.28,0.92,6,33.3,2025,B,S1_MeanRev,hourly,OGKB,10bps
-0.1499,-0.27,1.77,-1.74,0.34,2,50.0,2022,D,S1_MeanRev,hourly,OGKB,10bps
-0.289,-0.79,2.75,-3.24,1.4,6,50.0,2023,D,S1_MeanRev,hourly,OGKB,10bps
-1.1978,-6.24,5.21,-8.33,3.0,11,54.5,2024,D,S1_MeanRev,hourly,OGKB,10bps
-1.6274,-4.68,2.88,-7.75,0.78,6,33.3,2025,D,S1_MeanRev,hourly,OGKB,10bps
0.3973,0.93,2.35,-1.63,1.47,3,66.7,2020,A,S2_Bollinger,hourly,OGKB,10bps
-0.0281,-0.07,2.52,-2.88,1.79,7,57.1,2021,A,S2_Bollinger,hourly,OGKB,10bps
1.7652,2.93,1.66,-0.1,0.19,2,100.0,2022,A,S2_Bollinger,hourly,OGKB,10bps
0.3721,0.94,2.53,-2.31,1.92,6,50.0,2023,A,S2_Bollinger,hourly,OGKB,10bps
-1.5452,-9.54,6.18,-10.67,3.39,10,40.0,2024,A,S2_Bollinger,hourly,OGKB,10bps
-1.7167,-4.9,2.85,-7.73,0.78,6,33.3,2025,A,S2_Bollinger,hourly,OGKB,10bps
1.7652,2.93,1.66,-0.1,0.19,2,100.0,2022,B,S2_Bollinger,hourly,OGKB,10bps
0.0681,0.18,2.62,-3.22,1.71,5,20.0,2023,B,S2_Bollinger,hourly,OGKB,10bps
-0.9749,-3.87,3.97,-4.78,1.83,11,36.4,2024,B,S2_Bollinger,hourly,OGKB,10bps
-1.2758,-3.09,2.42,-5.48,0.57,6,50.0,2025,B,S2_Bollinger,hourly,OGKB,10bps
1.7595,3.26,1.85,-0.11,0.19,2,100.0,2022,D,S2_Bollinger,hourly,OGKB,10bps
0.3897,1.01,2.59,-2.35,1.92,6,50.0,2023,D,S2_Bollinger,hourly,OGKB,10bps
-1.5699,-9.03,5.75,-10.09,3.39,10,40.0,2024,D,S2_Bollinger,hourly,OGKB,10bps
-1.6274,-4.68,2.88,-7.75,0.78,6,33.3,2025,D,S2_Bollinger,hourly,OGKB,10bps
1.2282,21.6,17.58,-15.33,18.4,24,37.5,2020,A,S3_Donchian,hourly,OGKB,10bps
-0.5851,-5.18,8.85,-16.33,14.68,23,34.8,2021,A,S3_Donchian,hourly,OGKB,10bps
0.4523,15.73,34.78,-35.9,12.69,22,45.5,2022,A,S3_Donchian,hourly,OGKB,10bps
-0.9525,-12.09,12.69,-17.83,17.98,33,24.2,2023,A,S3_Donchian,hourly,OGKB,10bps
0.4867,6.58,13.52,-16.38,13.47,27,29.6,2024,A,S3_Donchian,hourly,OGKB,10bps
-0.7858,-8.06,10.25,-11.94,12.67,27,33.3,2025,A,S3_Donchian,hourly,OGKB,10bps
1.4056,26.3,18.71,-8.57,6.37,23,52.2,2022,B,S3_Donchian,hourly,OGKB,10bps
0.2768,2.4,8.65,-9.97,10.1,37,32.4,2023,B,S3_Donchian,hourly,OGKB,10bps
-0.6537,-5.53,8.46,-12.91,6.87,36,33.3,2024,B,S3_Donchian,hourly,OGKB,10bps
-0.5668,-3.94,6.96,-8.59,6.12,32,28.1,2025,B,S3_Donchian,hourly,OGKB,10bps
0.4126,14.23,34.48,-35.9,8.68,17,41.2,2022,C,S3_Donchian,hourly,OGKB,10bps
-1.241,-10.41,8.39,-10.94,2.84,11,27.3,2023,C,S3_Donchian,hourly,OGKB,10bps
0.625,7.14,11.43,-8.68,6.56,14,35.7,2024,C,S3_Donchian,hourly,OGKB,10bps
-0.0712,-0.57,7.95,-5.21,4.74,15,60.0,2025,C,S3_Donchian,hourly,OGKB,10bps
0.7437,55.62,74.78,-77.97,12.69,22,45.5,2022,D,S3_Donchian,hourly,OGKB,10bps
-0.9525,-36.26,38.07,-53.48,17.98,33,24.2,2023,D,S3_Donchian,hourly,OGKB,10bps
0.4867,19.75,40.57,-49.13,13.47,27,29.6,2024,D,S3_Donchian,hourly,OGKB,10bps
-0.7858,-24.17,30.76,-35.82,12.67,27,33.3,2025,D,S3_Donchian,hourly,OGKB,10bps
0.4605,7.17,15.58,-17.54,6.58,12,50.0,2020,A,S4_Supertrend,hourly,OGKB,10bps
0.2247,1.58,7.02,-9.65,5.19,27,37.0,2021,A,S4_Supertrend,hourly,OGKB,10bps
1.0113,15.33,15.16,-12.49,17.56,28,39.3,2022,A,S4_Supertrend,hourly,OGKB,10bps
-0.0115,-0.12,10.82,-18.41,21.26,38,47.4,2023,A,S4_Supertrend,hourly,OGKB,10bps
-0.9941,-10.71,10.77,-12.87,16.04,36,47.2,2024,A,S4_Supertrend,hourly,OGKB,10bps
0.434,5.05,11.64,-12.74,12.96,27,63.0,2025,A,S4_Supertrend,hourly,OGKB,10bps
-0.8121,-6.03,7.43,-7.27,8.78,33,33.3,2022,B,S4_Supertrend,hourly,OGKB,10bps
-0.538,-3.57,6.64,-12.03,9.1,38,42.1,2023,B,S4_Supertrend,hourly,OGKB,10bps
0.617,5.85,9.48,-10.18,12.47,36,41.7,2024,B,S4_Supertrend,hourly,OGKB,10bps
-0.3559,-3.28,9.21,-13.34,6.94,27,37.0,2025,B,S4_Supertrend,hourly,OGKB,10bps
1.7837,24.43,13.7,-8.8,10.18,16,56.2,2022,C,S4_Supertrend,hourly,OGKB,10bps
0.0699,0.47,6.66,-7.24,8.53,15,40.0,2023,C,S4_Supertrend,hourly,OGKB,10bps
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,C,S4_Supertrend,hourly,OGKB,10bps
-0.1171,-1.26,10.8,-13.8,10.12,22,59.1,2025,C,S4_Supertrend,hourly,OGKB,10bps
1.2119,16.61,13.7,-10.09,17.56,28,42.9,2022,D,S4_Supertrend,hourly,OGKB,10bps
-0.0115,-0.37,32.46,-55.24,21.26,38,47.4,2023,D,S4_Supertrend,hourly,OGKB,10bps
-0.886,-8.65,9.77,-12.19,16.04,36,47.2,2024,D,S4_Supertrend,hourly,OGKB,10bps
0.8137,8.77,10.77,-9.41,12.96,27,63.0,2025,D,S4_Supertrend,hourly,OGKB,10bps
-0.5452,-5.59,10.26,-13.35,30.8,10,50.0,2020,A,S1_MeanRev,daily,PHOR,10bps
-0.7409,-6.58,8.88,-9.63,8.63,5,40.0,2021,A,S1_MeanRev,daily,PHOR,10bps
1.3729,17.48,12.73,-7.85,19.23,10,80.0,2022,A,S1_MeanRev,daily,PHOR,10bps
0.1057,0.83,7.87,-7.2,19.69,8,62.5,2023,A,S1_MeanRev,daily,PHOR,10bps
0.5931,4.89,8.24,-8.12,16.41,7,57.1,2024,A,S1_MeanRev,daily,PHOR,10bps
1.8442,8.35,4.53,-1.59,12.03,5,60.0,2025,A,S1_MeanRev,daily,PHOR,10bps
1.5024,18.62,12.39,-5.46,16.67,10,80.0,2022,B,S1_MeanRev,daily,PHOR,10bps
0.2181,1.5,6.87,-5.7,13.78,8,62.5,2023,B,S1_MeanRev,daily,PHOR,10bps
0.1547,1.22,7.88,-9.51,13.67,7,42.9,2024,B,S1_MeanRev,daily,PHOR,10bps
1.7788,6.77,3.81,-1.09,9.18,5,80.0,2025,B,S1_MeanRev,daily,PHOR,10bps
1.4494,15.88,10.96,-3.38,6.84,7,71.4,2022,C,S1_MeanRev,daily,PHOR,10bps
0.8584,4.85,5.66,-4.85,9.06,11,72.7,2023,C,S1_MeanRev,daily,PHOR,10bps
0.5247,2.81,5.36,-4.57,8.98,13,46.2,2024,C,S1_MeanRev,daily,PHOR,10bps
1.3231,19.29,14.58,-8.69,19.23,10,80.0,2022,D,S1_MeanRev,daily,PHOR,10bps
0.1648,1.39,8.41,-6.66,19.69,8,62.5,2023,D,S1_MeanRev,daily,PHOR,10bps
0.577,4.83,8.38,-8.32,16.41,7,42.9,2024,D,S1_MeanRev,daily,PHOR,10bps
1.8442,25.04,13.58,-4.76,12.03,5,60.0,2025,D,S1_MeanRev,daily,PHOR,10bps
-0.2685,-2.78,10.35,-13.66,32.4,10,50.0,2020,A,S2_Bollinger,daily,PHOR,10bps
-1.1189,-10.99,9.82,-14.3,23.53,9,33.3,2021,A,S2_Bollinger,daily,PHOR,10bps
1.4664,28.73,19.59,-11.47,30.77,10,80.0,2022,A,S2_Bollinger,daily,PHOR,10bps
-0.2,-1.59,7.94,-8.01,18.5,9,55.6,2023,A,S2_Bollinger,daily,PHOR,10bps
-0.0545,-0.44,8.04,-11.18,14.06,7,57.1,2024,A,S2_Bollinger,daily,PHOR,10bps
1.5137,6.94,4.58,-2.3,13.92,5,60.0,2025,A,S2_Bollinger,daily,PHOR,10bps
1.7495,30.33,17.33,-13.09,25.21,10,70.0,2022,B,S2_Bollinger,daily,PHOR,10bps
0.0916,0.62,6.82,-5.7,13.39,8,62.5,2023,B,S2_Bollinger,daily,PHOR,10bps
-0.3201,-2.67,8.35,-13.45,14.45,7,57.1,2024,B,S2_Bollinger,daily,PHOR,10bps
1.571,5.67,3.61,-1.09,8.86,5,80.0,2025,B,S2_Bollinger,daily,PHOR,10bps
1.9837,31.13,15.69,-3.97,13.25,13,61.5,2022,C,S2_Bollinger,daily,PHOR,10bps
1.1467,5.5,4.8,-2.15,6.3,9,66.7,2023,C,S2_Bollinger,daily,PHOR,10bps
0.4858,2.53,5.21,-4.57,7.42,10,50.0,2024,C,S2_Bollinger,daily,PHOR,10bps
1.4466,31.99,22.11,-12.68,30.77,10,80.0,2022,D,S2_Bollinger,daily,PHOR,10bps
-0.1302,-1.09,8.38,-8.04,18.5,9,66.7,2023,D,S2_Bollinger,daily,PHOR,10bps
-0.0481,-0.39,8.19,-11.34,14.06,7,57.1,2024,D,S2_Bollinger,daily,PHOR,10bps
1.5137,20.81,13.75,-6.91,13.92,5,60.0,2025,D,S2_Bollinger,daily,PHOR,10bps
0.0704,0.86,12.16,-11.31,34.0,9,55.6,2020,A,S3_Donchian,daily,PHOR,10bps
1.7762,32.91,18.53,-6.91,56.47,4,100.0,2021,A,S3_Donchian,daily,PHOR,10bps
-0.9867,-18.2,18.45,-23.95,9.83,6,33.3,2022,A,S3_Donchian,daily,PHOR,10bps
-0.1508,-1.26,8.38,-8.11,15.75,5,40.0,2023,A,S3_Donchian,daily,PHOR,10bps
0.5154,4.62,8.96,-8.08,9.77,7,57.1,2024,A,S3_Donchian,daily,PHOR,10bps
0.1701,2.06,12.12,-16.91,33.54,8,50.0,2025,A,S3_Donchian,daily,PHOR,10bps
0.0559,0.65,11.63,-8.66,2.99,6,66.7,2022,B,S3_Donchian,daily,PHOR,10bps
-0.0365,-0.28,7.73,-8.11,12.99,5,40.0,2023,B,S3_Donchian,daily,PHOR,10bps
0.7133,6.28,8.8,-6.4,9.38,7,57.1,2024,B,S3_Donchian,daily,PHOR,10bps
0.323,3.25,10.06,-15.52,23.1,9,44.4,2025,B,S3_Donchian,daily,PHOR,10bps
1.5207,13.22,8.69,-2.24,3.85,3,100.0,2022,C,S3_Donchian,daily,PHOR,10bps
0.25,1.1,4.39,-3.61,6.69,6,66.7,2023,C,S3_Donchian,daily,PHOR,10bps
0.9158,6.46,7.05,-1.83,5.47,9,44.4,2024,C,S3_Donchian,daily,PHOR,10bps
-0.0498,-0.44,8.87,-10.91,12.97,16,43.8,2025,C,S3_Donchian,daily,PHOR,10bps
-1.1519,-35.96,31.22,-44.6,9.83,6,33.3,2022,D,S3_Donchian,daily,PHOR,10bps
-0.1508,-3.79,25.13,-24.33,15.75,5,40.0,2023,D,S3_Donchian,daily,PHOR,10bps
0.6541,14.68,22.44,-18.63,9.77,7,57.1,2024,D,S3_Donchian,daily,PHOR,10bps
0.1622,5.68,35.0,-50.44,33.54,8,50.0,2025,D,S3_Donchian,daily,PHOR,10bps
1.9704,23.52,11.94,-4.01,52.0,4,100.0,2020,A,S4_Supertrend,daily,PHOR,10bps
1.0141,11.01,10.86,-5.94,33.33,3,66.7,2021,A,S4_Supertrend,daily,PHOR,10bps
1.1389,25.87,22.71,-6.4,6.84,5,60.0,2022,A,S4_Supertrend,daily,PHOR,10bps
0.2321,1.76,7.59,-5.73,13.39,3,33.3,2023,A,S4_Supertrend,daily,PHOR,10bps
-1.3181,-5.22,3.96,-5.3,2.73,2,0.0,2024,A,S4_Supertrend,daily,PHOR,10bps
-0.9574,-6.44,6.73,-10.3,3.16,6,33.3,2025,A,S4_Supertrend,daily,PHOR,10bps
1.5956,36.09,22.62,-5.43,8.55,5,100.0,2022,B,S4_Supertrend,daily,PHOR,10bps
0.5518,4.6,8.33,-4.66,21.65,4,50.0,2023,B,S4_Supertrend,daily,PHOR,10bps
0.6416,3.83,5.97,-3.25,1.95,3,66.7,2024,B,S4_Supertrend,daily,PHOR,10bps
-0.1887,-1.56,8.28,-8.33,6.96,6,33.3,2025,B,S4_Supertrend,daily,PHOR,10bps
0.0,0.0,0.0,0.0,0.0,0,0.0,2022,C,S4_Supertrend,daily,PHOR,10bps
1.5087,3.83,2.54,-0.86,3.94,4,100.0,2023,C,S4_Supertrend,daily,PHOR,10bps
1.1272,46.8,41.52,-12.8,6.84,5,60.0,2022,D,S4_Supertrend,daily,PHOR,10bps
0.2321,3.52,15.18,-11.46,13.39,3,33.3,2023,D,S4_Supertrend,daily,PHOR,10bps
-1.3181,-6.39,4.85,-6.49,2.73,2,0.0,2024,D,S4_Supertrend,daily,PHOR,10bps
-0.9574,-11.84,12.37,-18.93,3.16,6,33.3,2025,D,S4_Supertrend,daily,PHOR,10bps
0.6704,4.38,6.54,-4.65,6.8,33,69.7,2020,A,S1_MeanRev,hourly,PHOR,10bps
0.9007,3.85,4.27,-3.3,2.44,11,81.8,2021,A,S1_MeanRev,hourly,PHOR,10bps
1.4218,12.01,8.45,-3.86,3.08,9,77.8,2022,A,S1_MeanRev,hourly,PHOR,10bps
-0.129,-0.27,2.09,-2.21,2.76,9,55.6,2023,A,S1_MeanRev,hourly,PHOR,10bps
-0.8362,-2.31,2.77,-2.94,2.3,9,44.4,2024,A,S1_MeanRev,hourly,PHOR,10bps
-0.785,-2.16,2.75,-3.31,1.13,9,55.6,2025,A,S1_MeanRev,hourly,PHOR,10bps
1.7658,15.76,8.92,-3.86,5.05,9,77.8,2022,B,S1_MeanRev,hourly,PHOR,10bps
-0.7253,-1.63,2.24,-3.58,2.97,9,55.6,2023,B,S1_MeanRev,hourly,PHOR,10bps
-0.422,-1.26,2.99,-2.9,3.52,9,55.6,2024,B,S1_MeanRev,hourly,PHOR,10bps
-0.2569,-0.79,3.07,-3.73,1.62,9,55.6,2025,B,S1_MeanRev,hourly,PHOR,10bps
1.4726,10.89,7.4,-3.15,3.08,9,77.8,2022,D,S1_MeanRev,hourly,PHOR,10bps
-0.1176,-0.25,2.1,-2.2,2.76,9,55.6,2023,D,S1_MeanRev,hourly,PHOR,10bps
-0.8199,-2.29,2.79,-2.91,2.3,9,44.4,2024,D,S1_MeanRev,hourly,PHOR,10bps
-0.7232,-2.0,2.76,-3.25,1.13,9,55.6,2025,D,S1_MeanRev,hourly,PHOR,10bps
0.6093,4.22,6.92,-4.16,6.58,33,72.7,2020,A,S2_Bollinger,hourly,PHOR,10bps
0.9007,3.85,4.27,-3.3,2.44,11,81.8,2021,A,S2_Bollinger,hourly,PHOR,10bps
2.0204,11.96,5.92,-0.85,0.67,5,100.0,2022,A,S2_Bollinger,hourly,PHOR,10bps
0.236,0.24,1.02,-1.02,1.27,3,66.7,2023,A,S2_Bollinger,hourly,PHOR,10bps
-0.8254,-2.34,2.83,-3.39,2.39,9,33.3,2024,A,S2_Bollinger,hourly,PHOR,10bps
-0.4473,-0.58,1.29,-1.41,0.21,2,50.0,2025,A,S2_Bollinger,hourly,PHOR,10bps
2.0204,11.96,5.92,-0.85,0.67,5,100.0,2022,B,S2_Bollinger,hourly,PHOR,10bps
0.2728,0.29,1.05,-0.97,1.4,3,66.7,2023,B,S2_Bollinger,hourly,PHOR,10bps
-0.4999,-1.49,2.99,-2.73,3.61,9,44.4,2024,B,S2_Bollinger,hourly,PHOR,10bps
-0.3347,-0.43,1.3,-1.41,0.25,2,50.0,2025,B,S2_Bollinger,hourly,PHOR,10bps
2.0408,13.45,6.59,-0.95,0.67,5,100.0,2022,D,S2_Bollinger,hourly,PHOR,10bps
0.1657,0.17,1.03,-1.08,1.27,3,66.7,2023,D,S2_Bollinger,hourly,PHOR,10bps
-0.7881,-2.24,2.84,-3.33,2.39,9,33.3,2024,D,S2_Bollinger,hourly,PHOR,10bps
-0.4296,-0.57,1.34,-1.45,0.21,2,50.0,2025,D,S2_Bollinger,hourly,PHOR,10bps
-2.0254,-22.82,11.27,-23.78,19.96,35,20.0,2020,A,S3_Donchian,hourly,PHOR,10bps
-0.5092,-7.63,14.97,-20.81,22.96,38,39.5,2021,A,S3_Donchian,hourly,PHOR,10bps
1.8268,36.94,20.22,-7.68,16.53,39,51.3,2022,A,S3_Donchian,hourly,PHOR,10bps
-1.3058,-8.84,6.77,-11.68,11.5,31,41.9,2023,A,S3_Donchian,hourly,PHOR,10bps
-0.743,-7.02,9.45,-13.12,16.3,38,26.3,2024,A,S3_Donchian,hourly,PHOR,10bps
-0.7186,-6.42,8.94,-13.91,19.65,40,35.0,2025,A,S3_Donchian,hourly,PHOR,10bps
0.5774,8.46,14.65,-11.72,14.08,43,51.2,2022,B,S3_Donchian,hourly,PHOR,10bps
-0.4729,-2.74,5.79,-5.87,9.19,30,33.3,2023,B,S3_Donchian,hourly,PHOR,10bps
-0.1926,-1.89,9.83,-8.74,15.12,36,30.6,2024,B,S3_Donchian,hourly,PHOR,10bps
-1.1715,-10.05,8.58,-19.24,12.05,46,30.4,2025,B,S3_Donchian,hourly,PHOR,10bps
1.9347,35.31,18.25,-6.1,8.51,16,50.0,2022,C,S3_Donchian,hourly,PHOR,10bps
0.906,3.2,3.53,-1.61,2.14,8,75.0,2023,C,S3_Donchian,hourly,PHOR,10bps
0.0,0.0,0.0,0.0,0.0,0,0.0,2024,C,S3_Donchian,hourly,PHOR,10bps
-0.258,-1.55,6.01,-6.06,8.1,21,38.1,2025,C,S3_Donchian,hourly,PHOR,10bps
1.8268,110.82,60.67,-23.05,16.53,39,51.3,2022,D,S3_Donchian,hourly,PHOR,10bps
-1.3058,-26.52,20.31,-35.05,11.5,31,41.9,2023,D,S3_Donchian,hourly,PHOR,10bps
-0.743,-21.06,28.35,-39.36,16.3,38,26.3,2024,D,S3_Donchian,hourly,PHOR,10bps
-0.7186,-12.85,17.88,-27.81,19.65,40,35.0,2025,D,S3_Donchian,hourly,PHOR,10bps
-0.5433,-4.94,9.09,-13.83,9.24,22,31.8,2020,A,S4_Supertrend,hourly,PHOR,10bps
0.5111,5.04,9.85,-9.95,9.63,21,57.1,2021,A,S4_Supertrend,hourly,PHOR,10bps
0.6669,30.78,46.15,-38.37,26.0,31,29.0,2022,A,S4_Supertrend,hourly,PHOR,10bps
-1.9475,-17.09,8.78,-20.07,15.57,25,32.0,2023,A,S4_Supertrend,hourly,PHOR,10bps
-0.6078,-6.84,11.25,-11.79,17.43,21,28.6,2024,A,S4_Supertrend,hourly,PHOR,10bps
-0.093,-0.93,10.01,-10.47,15.15,34,41.2,2025,A,S4_Supertrend,hourly,PHOR,10bps
-0.7491,-9.35,12.48,-16.89,6.58,31,54.8,2022,B,S4_Supertrend,hourly,PHOR,10bps
-1.6943,-10.06,5.94,-10.14,6.82,25,40.0,2023,B,S4_Supertrend,hourly,PHOR,10bps
0.69,5.15,7.46,-4.22,4.56,21,57.1,2024,B,S4_Supertrend,hourly,PHOR,10bps
-0.3402,-2.24,6.6,-6.96,5.46,34,58.8,2025,B,S4_Supertrend,hourly,PHOR,10bps
1.042,47.25,45.35,-23.47,16.53,16,37.5,2022,C,S4_Supertrend,hourly,PHOR,10bps
0.2342,0.97,4.15,-2.54,2.97,6,50.0,2023,C,S4_Supertrend,hourly,PHOR,10bps
-1.2437,-4.76,3.83,-5.28,0.3,1,0.0,2024,C,S4_Supertrend,hourly,PHOR,10bps
0.0483,0.31,6.36,-4.37,2.11,7,57.1,2025,C,S4_Supertrend,hourly,PHOR,10bps
0.6978,95.29,136.56,-109.57,26.0,31,29.0,2022,D,S4_Supertrend,hourly,PHOR,10bps
-1.9475,-51.27,26.33,-60.2,15.57,25,32.0,2023,D,S4_Supertrend,hourly,PHOR,10bps
-0.6078,-20.51,33.75,-35.36,17.43,21,28.6,2024,D,S4_Supertrend,hourly,PHOR,10bps
-0.093,-2.79,30.04,-31.41,15.15,34,41.2,2025,D,S4_Supertrend,hourly,PHOR,10bps
1.7113,19.33,11.3,-5.68,17.6,8,75.0,2020,A,S1_MeanRev,daily,NVTK,10bps
-1.1725,-18.46,15.74,-21.71,27.45,10,40.0,2021,A,S1_MeanRev,daily,NVTK,10bps
1.7697,38.92,21.99,-8.17,32.91,8,87.5,2022,A,S1_MeanRev,daily,NVTK,10bps
-1.2577,-15.92,12.66,-25.0,32.28,11,36.4,2023,A,S1_MeanRev,daily,NVTK,10bps
0.8574,13.86,16.17,-12.08,36.72,13,53.8,2024,A,S1_MeanRev,daily,NVTK,10bps
0.6222,6.8,10.92,-6.74,17.52,9,66.7,2025,A,S1_MeanRev,daily,NVTK,10bps
2.158,13.92,6.45,-0.61,5.98,9,88.9,2022,B,S1_MeanRev,daily,NVTK,10bps
-1.5987,-7.96,4.98,-9.76,6.69,12,41.7,2023,B,S1_MeanRev,daily,NVTK,10bps
1.0026,15.49,15.45,-12.21,29.69,12,58.3,2024,B,S1_MeanRev,daily,NVTK,10bps
0.2943,2.1,7.13,-5.44,5.73,11,45.5,2025,B,S1_MeanRev,daily,NVTK,10bps
2.1851,28.95,13.25,-5.84,13.25,18,72.2,2022,C,S1_MeanRev,daily,NVTK,10bps
0.0,0.0,0.0,0.0,0.0,0,0.0,2023,C,S1_MeanRev,daily,NVTK,10bps
1.0984,12.11,11.02,-6.07,9.38,16,50.0,2024,C,S1_MeanRev,daily,NVTK,10bps
0.7183,6.51,9.06,-6.7,10.19,14,42.9,2025,C,S1_MeanRev,daily,NVTK,10bps
1.7705,45.49,25.69,-9.18,32.91,8,87.5,2022,D,S1_MeanRev,daily,NVTK,10bps
-1.0891,-14.52,13.33,-25.15,32.28,11,36.4,2023,D,S1_MeanRev,daily,NVTK,10bps
0.8521,14.25,16.72,-12.89,36.72,13,53.8,2024,D,S1_MeanRev,daily,NVTK,10bps
0.6943,7.67,11.05,-6.78,17.52,9,66.7,2025,D,S1_MeanRev,daily,NVTK,10bps
1.2506,15.84,12.67,-4.85,19.2,8,75.0,2020,A,S2_Bollinger,daily,NVTK,10bps
-0.9252,-10.76,11.63,-12.27,33.73,11,45.5,2021,A,S2_Bollinger,daily,NVTK,10bps
1.9488,44.83,23.0,-9.35,39.74,8,75.0,2022,A,S2_Bollinger,daily,NVTK,10bps
-0.4085,-5.35,13.1,-16.08,34.25,11,36.4,2023,A,S2_Bollinger,daily,NVTK,10bps
0.9827,16.98,17.28,-14.19,40.23,14,57.1,2024,A,S2_Bollinger,daily,NVTK,10bps
0.4254,5.4,12.7,-6.78,17.52,8,50.0,2025,A,S2_Bollinger,daily,NVTK,10bps
2.0484,13.14,6.42,-0.66,6.41,10,90.0,2022,B,S2_Bollinger,daily,NVTK,10bps
-0.0161,-0.21,13.14,-10.68,27.17,9,44.4,2023,B,S2_Bollinger,daily,NVTK,10bps
1.4724,24.39,16.56,-12.21,30.08,12,66.7,2024,B,S2_Bollinger,daily,NVTK,10bps
0.5415,6.98,12.9,-5.64,13.06,8,37.5,2025,B,S2_Bollinger,daily,NVTK,10bps
2.4311,35.63,14.65,-6.76,18.8,21,71.4,2022,C,S2_Bollinger,daily,NVTK,10bps
0.0,0.0,0.0,0.0,0.0,0,0.0,2023,C,S2_Bollinger,daily,NVTK,10bps
1.6207,22.16,13.67,-8.21,13.28,16,50.0,2024,C,S2_Bollinger,daily,NVTK,10bps
0.35,3.55,10.15,-5.65,10.83,12,41.7,2025,C,S2_Bollinger,daily,NVTK,10bps
1.9631,53.13,27.06,-10.47,39.74,8,75.0,2022,D,S2_Bollinger,daily,NVTK,10bps
-0.2141,-3.09,14.42,-16.24,34.25,11,36.4,2023,D,S2_Bollinger,daily,NVTK,10bps
0.9091,15.63,17.19,-14.73,40.23,14,57.1,2024,D,S2_Bollinger,daily,NVTK,10bps
0.4029,5.21,12.94,-6.67,17.52,8,50.0,2025,D,S2_Bollinger,daily,NVTK,10bps
0.8395,24.1,28.71,-21.55,26.8,5,40.0,2020,A,S3_Donchian,daily,NVTK,10bps
-0.1072,-1.6,14.91,-16.59,19.22,7,42.9,2021,A,S3_Donchian,daily,NVTK,10bps
0.2266,9.53,42.07,-19.73,33.76,6,50.0,2022,A,S3_Donchian,daily,NVTK,10bps
-0.51,-5.92,11.61,-12.54,33.07,10,50.0,2023,A,S3_Donchian,daily,NVTK,10bps
0.2088,3.5,16.78,-21.99,38.67,9,55.6,2024,A,S3_Donchian,daily,NVTK,10bps
0.0753,1.71,22.69,-33.26,27.39,10,40.0,2025,A,S3_Donchian,daily,NVTK,10bps
1.1335,37.65,33.22,-5.58,14.53,7,85.7,2022,B,S3_Donchian,daily,NVTK,10bps
0.166,1.72,10.34,-11.09,18.9,10,60.0,2023,B,S3_Donchian,daily,NVTK,10bps
0.8092,8.04,9.93,-7.75,13.28,11,90.9,2024,B,S3_Donchian,daily,NVTK,10bps
0.3742,6.97,18.63,-24.11,12.74,10,30.0,2025,B,S3_Donchian,daily,NVTK,10bps
0.5749,22.04,38.34,-17.02,15.38,12,66.7,2022,C,S3_Donchian,daily,NVTK,10bps
-0.1126,-0.67,5.92,-4.71,12.99,16,50.0,2023,C,S3_Donchian,daily,NVTK,10bps
0.3033,4.37,14.4,-16.71,18.75,11,63.6,2024,C,S3_Donchian,daily,NVTK,10bps
1.1968,20.03,16.74,-7.92,14.97,15,66.7,2025,C,S3_Donchian,daily,NVTK,10bps
0.2928,11.82,40.38,-19.73,33.76,6,50.0,2022,D,S3_Donchian,daily,NVTK,10bps
-0.51,-5.92,11.61,-12.54,33.07,10,50.0,2023,D,S3_Donchian,daily,NVTK,10bps
0.3503,5.07,14.47,-18.38,38.67,9,55.6,2024,D,S3_Donchian,daily,NVTK,10bps
0.0819,1.78,21.77,-31.56,27.39,10,40.0,2025,D,S3_Donchian,daily,NVTK,10bps
0.9856,19.31,19.59,-15.41,44.8,7,57.1,2020,A,S4_Supertrend,daily,NVTK,10bps
-1.2346,-23.64,19.14,-44.91,30.98,8,37.5,2021,A,S4_Supertrend,daily,NVTK,10bps
0.7835,13.9,17.75,-9.27,20.94,5,80.0,2022,A,S4_Supertrend,daily,NVTK,10bps
-0.865,-8.75,10.11,-7.76,18.5,6,16.7,2023,A,S4_Supertrend,daily,NVTK,10bps
0.4769,9.74,20.42,-20.04,53.52,7,42.9,2024,A,S4_Supertrend,daily,NVTK,10bps
